ref_number,account_number,statement_date,amount,txn_type,memo,is_bank_originated_fee
TXN0001299,2029990717,2025-06-20,-40136.64,Wire Transfer,Outgoing Wire,False
TXN0002323,3584029068,2025-01-16,-22286.86,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005100,9175163264,2025-06-30,-39261.05,ACH Debit,Vendor Payment,False
TXN0004568,2000064722,2025-03-07,-21114.71,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005257,8007523960,2025-05-09,13963.01,Debit Card,POS PURCHASE,False
TXN0003600,7239839350,2025-04-20,-34246.62,ACH Debit,Vendor Payment,False
TXN0004110,3025067164,2025-02-07,-18684.88,Debit Card,POS Purchase,False
TXN0001945,1407409716,2025-05-28,-11184.99,Internal Transfer,Account Transfer,False
TXN0001640,2988214674,2025-03-22,-9240.97,Wire Transfer,Outgoing Wire,False
TXN0002646,6435244854,2025-04-02,1265.07,Check Deposit,Check Deposit,False
TXN0002194,7463005976,2025-01-12,10836.62,Check Deposit,Check Deposit,False
TXN0003672,8564013424,2025-02-13,-28189.32,Wire Transfer,Incoming Wire,False
TXN0002567,9163952471,2025-02-23,42211.20,ACH Credit,PAYROLL DEPOSIT,False
TXN0003687,5635675208,2025-05-25,31880.11,ACH Credit,Payroll Deposit,False
TXN0000577,3542698790,2025-03-27,-20136.44,Wire Transfer,OUTGOING WIRE,False
TXN0005287,6910273723,2025-04-23,-2286.56,Wire Transfer,Outgoing Wire,False
TXN0003812,4329983342,2025-05-17,-17012.81,Wire Transfer,OUTGOING WIRE,False
TXN0000416,8047276839,2025-01-17,-43166.22,Debit Card,POS PURCHASE,False
TXN0003105,7259735253,2025-01-10,-34417.94,Wire Transfer,INCOMING WIRE,False
TXN0001501,2489230425,2025-01-20,-11554.78,Wire Transfer,Outgoing Wire,False
TXN0001847,4043073340,2025-03-17,-27875.49,Wire Transfer,INCOMING WIRE,False
TXN0000916,9137292111,2025-02-26,24013.34,Check Deposit,Check Deposit,False
FEE00044,5090429095,2025-06-18,-52.91,Service Charge,Wire Fee,True
TXN0001189,3808220402,2025-01-22,-36374.74,Debit Card,POS Purchase,False
TXN0004514,9712307690,2025-05-14,-39857.24,Wire Transfer,Outgoing Wire,False
TXN0002393,8070604064,2025-02-21,-12801.70,Wire Transfer,INCOMING WIRE,False
TXN0002442,7480779386,2025-01-05,15438.96,Check Deposit,Check Deposit,False
TXN0004697,1440608057,2025-04-01,-42517.49,Wire Transfer,Outgoing Wire,False
TXN0005120,1734427245,2025-02-26,2195.82,Check Deposit,Check Deposit,False
TXN0005955,4528784155,2025-05-29,34910.77,ACH Credit,PAYROLL DEPOSIT,False
TXN0003311,3985774424,2025-03-21,-13180.94,Wire Transfer,Incoming Wire,False
TXN0000885,8664124772,2025-02-18,36739.29,ACH Credit,PAYROLL DEPOSIT,False
TXN0005743,1756531142,2025-05-01,-12356.97,Wire Transfer,Outgoing Wire,False
TXN0001398,3327372890,2025-04-03,-12467.02,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003436,9275486371,2025-06-01,-39418.05,ACH Debit,Vendor Payment,False
TXN0005430,5550098544,2025-06-09,-10474.56,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003572,6754853454,2025-01-20,-36316.09,Wire Transfer,INCOMING WIRE,False
TXN0001181,6051676035,2025-06-26,-26647.96,Wire Transfer,INCOMING WIRE,False
TXN0000755,2969400292,2025-03-05,-24552.30,Wire Transfer,Incoming Wire,False
TXN0000390,3686488452,2025-01-07,5867.61,ACH Debit,VENDOR PAYMENT,False
TXN0001380,1494481952,2025-06-12,18448.09,Check Deposit,CHECK DEPOSIT,False
TXN0002490,2409478343,2025-06-27,-36709.09,Debit Card,POS Purchase,False
TXN0000467,1527774209,2025-01-16,-27533.33,ACH Debit,Vendor Payment,False
TXN0001983,2435083378,2025-05-11,-34255.64,Wire Transfer,Outgoing Wire,False
TXN0001569,5958565254,2025-05-20,-25755.79,Debit Card,POS Purchase,False
TXN0001421,2863026122,2025-05-28,-10023.67,ACH Debit,Vendor Payment,False
TXN0002463,1553059852,2025-01-25,-8399.43,Debit Card,POS Purchase,False
TXN0002182,8931206740,2025-02-05,-47.39,Debit Card,POS Purchase,False
TXN0001331,4143392113,2025-06-27,38536.68,Internal Transfer,Account Transfer,False
TXN0001340,2060311198,2025-05-22,30967.80,Internal Transfer,Account Transfer,False
TXN0004428,7467637744,2025-01-30,-8679.79,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000317,1119098079,2025-05-21,-6136.58,Debit Card,POS Purchase,False
TXN0001540,7336407196,2025-02-09,-4477.03,Wire Transfer,Incoming Wire,False
TXN0002589,3551955578,2025-03-11,-5381.10,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003341,1829595237,2025-05-08,-13023.70,Debit Card,POS PURCHASE,False
TXN0000649,6265761062,2025-05-23,-11021.96,Wire Transfer,INCOMING WIRE,False
TXN0000918,7584006220,2025-05-13,4876.04,ACH Credit,PAYROLL DEPOSIT,False
TXN0003267,3479069325,2025-02-05,-32247.54,Debit Card,POS Purchase,False
TXN0002604,4953192239,2025-04-07,-29120.03,Internal Transfer,Account Transfer,False
TXN0000061,1627878853,2025-03-24,30790.97,Wire Transfer,Outgoing Wire,False
TXN0000983,7107080843,2025-02-22,-15326.35,Debit Card,POS PURCHASE,False
TXN0005296,1225785514,2025-02-10,17982.77,ACH Credit,Payroll Deposit,False
TXN0002440,9899246847,2025-04-04,-1421.43,Debit Card,POS PURCHASE,False
TXN0000071,5948369358,2025-04-11,42935.16,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001504,6392288358,2025-06-02,-42845.20,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002595,5930565713,2025-02-02,-22698.05,ACH Debit,Vendor Payment,False
TXN0004807,7360038477,2025-03-22,-18085.63,Wire Transfer,Incoming Wire,False
TXN0003710,1907956235,2025-06-13,-18000.01,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002138,3064251440,2025-01-28,-31959.77,ACH Debit,Vendor Payment,False
TXN0005741,2963997280,2025-01-19,-21225.67,Debit Card,POS Purchase,False
TXN0000342,5888806249,2025-01-18,22798.63,Internal Transfer,Account Transfer,False
TXN0004471,6393649293,2025-05-14,-31765.19,Wire Transfer,OUTGOING WIRE,False
TXN0000551,7061429568,2025-06-15,39940.67,ACH Credit,PAYROLL DEPOSIT,False
TXN0001433,5966355208,2025-04-05,-786.36,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005221,7546772074,2025-04-15,-42831.69,Internal Transfer,Account Transfer,False
TXN0002074,8813684882,2025-02-08,-3886.12,Wire Transfer,Outgoing Wire,False
TXN0000513,8939688593,2025-02-16,-3462.64,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002929,4467784468,2025-02-05,29734.60,Check Deposit,Check Deposit,False
TXN0002634,2434700667,2025-06-16,40443.46,ACH Credit,Payroll Deposit,False
TXN0004303,2906687233,2025-06-02,-19495.21,Debit Card,POS PURCHASE,False
TXN0000509,4826792596,2025-02-09,15980.82,ACH Credit,Payroll Deposit,False
TXN0005943,2873754374,2025-02-04,11049.45,Check Deposit,CHECK DEPOSIT,False
TXN0005397,9240612270,2025-01-27,-30246.66,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0001275,1223718085,2025-03-19,22984.52,Internal Transfer,Account Transfer,False
TXN0004167,1040935060,2025-01-29,20812.80,ACH Credit,PAYROLL DEPOSIT,False
TXN0000709,7048515725,2025-02-11,-1027.47,Wire Transfer,Outgoing Wire,False
TXN0002998,9460326316,2025-04-08,-7822.70,Wire Transfer,Outgoing Wire,False
TXN0004132,4891623023,2025-01-04,35028.97,Internal Transfer,Account Transfer,False
TXN0000034,2027989582,2025-04-18,-4388.29,ACH Debit,VENDOR PAYMENT,False
TXN0004476,3395642856,2025-02-18,35633.80,Check Deposit,CHECK DEPOSIT,False
TXN0004920,9300213725,2025-02-13,-19307.80,ACH Debit,VENDOR PAYMENT,False
TXN0002600,6617384603,2025-02-11,-41120.81,Wire Transfer,Incoming Wire,False
TXN0003854,8259772215,2025-05-23,-17212.72,Debit Card,POS PURCHASE,False
TXN0001091,8963881556,2025-01-29,36161.24,Check Deposit,Check Deposit,False
TXN0004681,2204308092,2025-01-01,-35081.02,ACH Debit,Vendor Payment,False
TXN0002828,2596936961,2025-05-05,16717.28,Check Deposit,Check Deposit,False
TXN0005205,5716648433,2025-01-30,-25706.08,Wire Transfer,OUTGOING WIRE,False
TXN0003596,5960561400,2025-04-16,24780.44,ACH Credit,PAYROLL DEPOSIT,False
TXN0000452,5734051500,2025-02-20,-12521.54,Wire Transfer,Incoming Wire,False
TXN0002363,3746696618,2025-01-21,1335.07,Check Deposit,CHECK DEPOSIT,False
TXN0005194,2680416402,2025-06-02,-1049.09,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0001679,8832479636,2025-04-06,33559.40,ACH Credit,Payroll Deposit,False
TXN0004849,9926597845,2025-04-19,-33262.99,ACH Debit,Vendor Payment,False
TXN0002555,5435384196,2025-06-05,15703.59,Check Deposit,Check Deposit,False
TXN0005010,6154590656,2025-01-03,-35029.34,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004451,8189954336,2025-05-06,-36767.84,Internal Transfer,Account Transfer,False
TXN0003493,6261350926,2025-04-18,6879.97,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005780,7315764037,2025-06-24,-16339.89,Debit Card,POS PURCHASE,False
TXN0002623,4488942842,2025-05-19,-22005.89,ACH Debit,Vendor Payment,False
TXN0005394,6924717178,2025-02-14,-24116.84,Wire Transfer,Outgoing Wire,False
TXN0000779,9418655521,2025-04-18,-2376.78,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005554,6006533870,2025-04-26,20909.96,ACH Credit,PAYROLL DEPOSIT,False
TXN0000038,9646825746,2025-04-27,8177.58,ACH Credit,PAYROLL DEPOSIT,False
TXN0004937,6493051602,2025-06-20,-15040.33,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0004908,2100202696,2025-05-05,-13992.94,Wire Transfer,Incoming Wire,False
TXN0002188,1921312465,2025-02-02,-1202.39,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0001292,4113034355,2025-05-19,8631.95,ACH Credit,Payroll Deposit,False
TXN0003484,7185530916,2025-01-07,-34252.16,ACH Debit,Vendor Payment,False
TXN0003634,8623654548,2025-04-10,-43242.06,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002237,6026450299,2025-04-30,-36588.75,Wire Transfer,Incoming Wire,False
TXN0003075,6530879825,2025-05-15,35240.41,ACH Credit,PAYROLL DEPOSIT,False
TXN0004505,1621925405,2025-06-09,-8696.92,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000316,5016842765,2025-04-08,-14590.18,Wire Transfer,INCOMING WIRE,False
FEE00036,6283792996,2025-05-28,-31.89,Service Charge,Overdraft Fee,True
TXN0005439,7805175827,2025-02-01,6687.93,ACH Credit,Payroll Deposit,False
TXN0001346,8141201990,2025-05-11,7533.47,ACH Credit,Payroll Deposit,False
TXN0000378,5504672151,2025-04-18,-4667.83,ACH Debit,Vendor Payment,False
TXN0000463,4145448588,2025-01-28,-33129.36,Wire Transfer,Outgoing Wire,False
TXN0000066,8610390309,2025-05-13,-39119.32,Wire Transfer,Outgoing Wire,False
TXN0003691,8532913383,2025-01-31,-35394.02,Wire Transfer,Incoming Wire,False
TXN0005327,3747730922,2025-02-08,-43862.54,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005372,5293329415,2025-05-17,4643.26,Internal Transfer,Account Transfer,False
TXN0003526,7547308119,2025-02-02,33772.87,Check Deposit,Check Deposit,False
TXN0003403,2415728799,2025-05-21,23912.90,ACH Credit,Payroll Deposit,False
TXN0004489,5987810938,2025-06-06,-39425.87,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0002383,8723011516,2025-05-21,33531.14,Internal Transfer,Account Transfer,False
TXN0001571,2190932040,2025-01-18,-33742.72,Debit Card,POS PURCHASE,False
TXN0003464,4255315375,2025-04-30,-3073.30,ACH Debit,VENDOR PAYMENT,False
TXN0000828,1503110472,2025-02-21,-36994.98,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003471,1124583553,2025-03-13,-44642.34,ACH Debit,VENDOR PAYMENT,False
TXN0000803,3806847124,2025-04-06,43699.74,Internal Transfer,ACCOUNT TRANSFER,False
TXN0000420,2412198776,2025-05-08,-39936.69,Internal Transfer,Account Transfer,False
TXN0000330,3939738296,2025-06-07,-22106.78,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001471,5363289331,2025-02-28,-29619.67,Wire Transfer,Outgoing Wire,False
TXN0003598,7580874804,2025-03-18,-2992.40,Wire Transfer,Incoming Wire,False
TXN0005538,5600164383,2025-06-19,31079.67,Check Deposit,Check Deposit,False
TXN0004109,7753468224,2025-03-30,-3903.67,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001301,5705135044,2025-01-22,-43746.72,ACH Debit,Vendor Payment,False
TXN0005317,8059276795,2025-06-07,-31259.07,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003939,3091256832,2025-04-06,-28968.15,Debit Card,POS PURCHASE,False
TXN0004456,1876876354,2025-03-10,25106.50,ACH Credit,Payroll Deposit,False
TXN0003350,5951079512,2025-04-18,-29795.16,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000901,1213309440,2025-05-30,-33181.69,Wire Transfer,Outgoing Wire,False
TXN0000020,7978361273,2025-06-05,-1441.07,Debit Card,POS Purchase,False
TXN0003517,6758627121,2025-01-03,29719.58,Check Deposit,CHECK DEPOSIT,False
TXN0002981,2733277415,2025-06-19,12854.09,ACH Credit,PAYROLL DEPOSIT,False
TXN0000586,7877893885,2025-05-22,6252.42,Check Deposit,Check Deposit,False
TXN0005244,7842212901,2025-05-31,11932.34,ACH Credit,Payroll Deposit,False
TXN0004529,1817369530,2025-06-19,-36008.00,Wire Transfer,INCOMING WIRE,False
TXN0005839,6731814701,2025-01-10,35050.09,Check Deposit,Check Deposit,False
TXN0005647,1778817915,2025-03-07,-12127.85,Wire Transfer,INCOMING WIRE,False
TXN0003062,2330182839,2025-03-09,-19041.61,Wire Transfer,OUTGOING WIRE,False
TXN0000338,5802952463,2025-02-04,-33745.10,Wire Transfer,INCOMING WIRE,False
TXN0002175,3501464267,2025-02-08,-40526.38,ACH Debit,VENDOR PAYMENT,False
TXN0000085,7640691869,2025-05-26,-33472.05,Wire Transfer,OUTGOING WIRE,False
TXN0004884,2304883013,2025-01-27,39102.35,ACH Credit,Payroll Deposit,False
TXN0005794,9330066917,2025-01-31,34902.56,Check Deposit,CHECK DEPOSIT,False
TXN0001362,8767275124,2025-05-30,35336.16,Internal Transfer,Account Transfer,False
TXN0001613,1505890194,2025-05-18,-17399.76,Debit Card,POS Purchase,False
TXN0001254,8986359484,2025-04-27,-28320.81,ACH Debit,Vendor Payment,False
TXN0000924,7359206312,2025-04-12,-39612.15,Debit Card,POS Purchase,False
TXN0000988,1094694424,2025-02-18,-7889.92,ACH Debit,VENDOR PAYMENT,False
TXN0001364,1326656136,2025-04-15,13308.74,Wire Transfer,OUTGOING WIRE,False
TXN0003989,7615500413,2025-05-12,-41243.45,ACH Debit,Vendor Payment,False
TXN0004459,8583238532,2025-01-18,8284.43,Internal Transfer,Account Transfer,False
TXN0005596,3136026327,2025-06-21,-43932.65,Wire Transfer,Incoming Wire,False
TXN0005544,2453588457,2025-06-14,9664.06,Check Deposit,Check Deposit,False
TXN0000819,5754190613,2025-05-01,41860.18,Check Deposit,Check Deposit,False
TXN0000515,4597123990,2025-05-01,-5975.87,Wire Transfer,Outgoing Wire,False
TXN0000923,7969924669,2025-03-31,-34407.20,Wire Transfer,OUTGOING WIRE,False
TXN0000791,1585813907,2025-01-13,6154.03,Debit Card,POS Purchase,False
TXN0003653,5951679389,2025-04-09,33657.86,ACH Credit,Payroll Deposit,False
TXN0001798,5977577169,2025-05-30,-15017.40,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001469,3109865427,2025-03-17,-22821.25,Wire Transfer,INCOMING WIRE,False
TXN0001098,4556105583,2025-01-20,-1500.88,ACH Debit,Vendor Payment,False
TXN0001172,1057618068,2025-01-27,-5671.49,ACH Debit,VENDOR PAYMENT,False
TXN0004733,1508332489,2025-05-12,-24282.10,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003771,2930950428,2025-05-12,6076.04,Internal Transfer,Account Transfer,False
TXN0004064,9308158676,2025-05-14,-12479.65,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000999,6709453514,2025-01-31,22504.98,Check Deposit,Check Deposit,False
TXN0001565,3110686140,2025-06-14,34290.33,ACH Credit,Payroll Deposit,False
TXN0001924,9752488396,2025-05-13,-43176.20,Internal Transfer,Account Transfer,False
TXN0000017,5779804413,2025-04-05,40341.42,Internal Transfer,Account Transfer,False
TXN0003383,8435507921,2025-06-12,-40132.52,Wire Transfer,Incoming Wire,False
TXN0003955,9587363163,2025-02-18,-39492.32,Debit Card,POS Purchase,False
TXN0002151,8027681506,2025-04-01,-20286.01,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0004139,2702478301,2025-02-25,18702.24,Internal Transfer,Account Transfer,False
TXN0004584,6533354960,2025-04-29,-5578.92,Debit Card,POS Purchase,False
TXN0004976,8504355736,2025-05-17,-42697.78,ACH Debit,Vendor Payment,False
TXN0004049,4688236047,2025-03-11,-38119.25,Wire Transfer,INCOMING WIRE,False
TXN0002511,9713582215,2025-02-10,-25353.58,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002596,3409317223,2025-05-14,-25660.59,Wire Transfer,Outgoing Wire,False
TXN0004306,7181245385,2025-05-13,-3126.02,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002096,8373424654,2025-04-05,9000.41,ACH Credit,PAYROLL DEPOSIT,False
TXN0004350,9109339044,2025-06-14,-8368.31,Wire Transfer,INCOMING WIRE,False
TXN0004291,4812900470,2025-01-17,-29464.89,ACH Debit,Vendor Payment,False
TXN0003681,5027770587,2025-04-10,-32920.05,Wire Transfer,Incoming Wire,False
TXN0000976,3342878325,2025-06-13,-25868.60,Wire Transfer,Outgoing Wire,False
TXN0003679,6662162741,2025-06-29,1085.45,Debit Card,POS PURCHASE,False
TXN0005216,4331552813,2025-04-19,-21568.27,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005073,7576249976,2025-02-09,40996.59,ACH Credit,Payroll Deposit,False
TXN0001625,3110130878,2025-06-08,10054.08,ACH Credit,Payroll Deposit,False
TXN0000701,4930938878,2025-03-08,-32319.75,Wire Transfer,Outgoing Wire,False
TXN0005759,7806563367,2025-03-10,28402.17,Check Deposit,CHECK DEPOSIT,False
TXN0005978,9307296053,2025-03-26,3807.30,Debit Card,POS Purchase,False
TXN0005099,2801171561,2025-03-10,-22063.33,ACH Debit,Vendor Payment,False
TXN0000344,4375505266,2025-03-13,-35606.33,ACH Debit,Vendor Payment,False
TXN0002996,9696843318,2025-05-07,30201.51,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003111,3299374097,2025-05-27,-10817.67,ACH Debit,VENDOR PAYMENT,False
TXN0000237,2759944840,2025-04-10,-22870.25,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0005050,5663822375,2025-06-02,-30962.93,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000302,1198996432,2025-02-27,-38394.10,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003862,7380236678,2025-03-24,7842.42,ACH Credit,PAYROLL DEPOSIT,False
TXN0004615,7683498506,2025-01-10,-32033.53,Debit Card,POS Purchase,False
TXN0001560,3107220349,2025-05-24,36772.38,Internal Transfer,Account Transfer,False
TXN0000288,2560564818,2025-05-05,28120.71,ACH Credit,Payroll Deposit,False
TXN0002443,5094510882,2025-04-24,-20449.58,Debit Card,POS Purchase,False
TXN0000897,2405601007,2025-04-13,-14966.72,Wire Transfer,Outgoing Wire,False
TXN0002060,2756404110,2025-04-06,-8271.38,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003269,9758537874,2025-05-09,-23582.72,Debit Card,POS PURCHASE,False
TXN0003485,7334053533,2025-04-16,-43282.09,Internal Transfer,Account Transfer,False
TXN0003389,8267439918,2025-04-06,-25194.16,Debit Card,POS Purchase,False
TXN0005087,8088488981,2025-05-09,-35505.92,Internal Transfer,Account Transfer,False
TXN0005686,4596489792,2025-04-19,-40864.57,ACH Debit,Vendor Payment,False
TXN0005082,9702012290,2025-06-22,-33982.03,Debit Card,POS Purchase,False
TXN0000403,5778380212,2025-03-05,9942.09,Internal Transfer,Account Transfer,False
TXN0000141,9357710042,2025-02-02,-8150.79,Wire Transfer,Incoming Wire,False
TXN0004873,7899826634,2025-04-02,-31622.00,ACH Debit,Vendor Payment,False
TXN0000087,6642664297,2025-05-01,-42028.78,Debit Card,POS Purchase,False
TXN0000602,2948287932,2025-04-13,39420.03,Debit Card,POS PURCHASE,False
TXN0005632,7986201716,2025-03-21,31624.66,ACH Credit,Payroll Deposit,False
TXN0004154,7557298443,2025-03-10,-32865.92,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0004844,1123836232,2025-05-01,-43987.35,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002943,9317509198,2025-06-09,789.93,ACH Credit,PAYROLL DEPOSIT,False
TXN0003574,2528965260,2025-02-17,34409.23,ACH Credit,PAYROLL DEPOSIT,False
TXN0002070,7177545297,2025-06-14,-18631.84,Debit Card,POS PURCHASE,False
TXN0004325,9842279717,2025-03-13,-42973.17,ACH Debit,VENDOR PAYMENT,False
TXN0004803,9089288613,2025-04-19,-40066.53,ACH Debit,VENDOR PAYMENT,False
TXN0004156,8488088993,2025-04-08,-6499.60,Internal Transfer,Account Transfer,False
TXN0001851,8608379128,2025-04-08,-40160.24,ACH Debit,Vendor Payment,False
TXN0002659,6434711681,2025-06-10,-4185.29,ATM Withdrawal,ATM Cash Withdrawal,False
FEE00122,3883153403,2025-02-15,-56.61,Service Charge,Monthly Maintenance Fee,True
TXN0000627,3511709702,2025-02-12,-29439.62,Debit Card,POS Purchase,False
TXN0002149,2200096278,2025-03-26,39724.34,Internal Transfer,Account Transfer,False
TXN0004948,3630912847,2025-04-08,-34968.80,Wire Transfer,Outgoing Wire,False
TXN0005249,9114156312,2025-03-11,-40685.23,Wire Transfer,Outgoing Wire,False
TXN0003906,3041759661,2025-01-03,29160.85,ACH Credit,PAYROLL DEPOSIT,False
TXN0001350,8243268072,2025-01-15,35519.94,Internal Transfer,ACCOUNT TRANSFER,False
TXN0000207,3740425102,2025-05-11,-9962.02,Debit Card,POS Purchase,False
TXN0004810,8189804310,2025-05-13,-28865.11,ACH Debit,VENDOR PAYMENT,False
TXN0002485,3933275757,2025-02-06,-41046.65,Debit Card,POS Purchase,False
TXN0005553,4561566815,2025-01-12,-2732.99,Wire Transfer,OUTGOING WIRE,False
TXN0003019,9824845519,2025-01-04,30600.03,ACH Credit,Payroll Deposit,False
TXN0000750,1391245848,2025-06-07,143.89,Check Deposit,Check Deposit,False
TXN0003701,3204439524,2025-05-21,-33054.49,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005182,4925920011,2025-01-11,-2231.17,ACH Debit,Vendor Payment,False
TXN0005478,7613594749,2025-02-16,39914.19,Check Deposit,Check Deposit,False
TXN0002983,3725612998,2025-02-21,-39199.90,Wire Transfer,Incoming Wire,False
TXN0003668,8575041806,2025-05-17,-15099.05,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003249,8514150189,2025-05-13,26647.66,ACH Credit,PAYROLL DEPOSIT,False
TXN0003195,8155222177,2025-04-08,-15880.75,ACH Debit,Vendor Payment,False
TXN0002377,7393687060,2025-06-07,-5353.69,ACH Debit,VENDOR PAYMENT,False
TXN0001587,7592416887,2025-01-08,-39644.58,Wire Transfer,Outgoing Wire,False
TXN0003927,3729389512,2025-04-07,-6977.54,Wire Transfer,INCOMING WIRE,False
TXN0001675,2311107842,2025-04-16,-27474.21,Debit Card,POS Purchase,False
TXN0000483,7068849964,2025-06-23,-1876.14,ACH Debit,Vendor Payment,False
TXN0000959,4830508938,2025-01-13,-31560.87,ACH Debit,Vendor Payment,False
TXN0001977,3105989133,2025-02-14,-16180.55,Debit Card,POS Purchase,False
TXN0005570,5944677291,2025-05-10,10369.79,Internal Transfer,Account Transfer,False
TXN0003518,6620537287,2025-04-02,-38986.14,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001534,6180603125,2025-06-09,18866.91,Internal Transfer,Account Transfer,False
TXN0001000,2171529359,2025-02-12,-12501.28,ACH Debit,VENDOR PAYMENT,False
TXN0001014,1300402494,2025-03-29,33291.94,ACH Credit,Payroll Deposit,False
TXN0002765,5101337512,2025-04-15,-44088.46,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003327,9833133048,2025-05-28,-32100.59,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0005873,4993941342,2025-05-06,40279.67,Internal Transfer,Account Transfer,False
TXN0003778,6797557874,2025-06-04,-8729.55,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0004389,7093929237,2025-05-31,-27584.47,Wire Transfer,Incoming Wire,False
TXN0004286,3365680674,2025-02-11,-41630.82,Wire Transfer,OUTGOING WIRE,False
TXN0003413,3148346681,2025-01-19,6482.22,Internal Transfer,Account Transfer,False
TXN0002774,8034500228,2025-05-14,13690.89,Check Deposit,Check Deposit,False
TXN0005515,2598431558,2025-03-15,34057.07,ACH Credit,Payroll Deposit,False
TXN0001538,2507504717,2025-03-17,28953.05,Check Deposit,CHECK DEPOSIT,False
TXN0004194,8805561307,2025-04-20,19638.02,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002405,6820793012,2025-06-13,14169.93,Check Deposit,CHECK DEPOSIT,False
FEE00089,6553463407,2025-03-23,-26.62,Service Charge,Wire Fee,True
TXN0005882,6228759116,2025-05-09,-7003.07,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003654,6758115491,2025-01-12,35806.43,Check Deposit,Check Deposit,False
TXN0002429,8402070969,2025-05-04,23632.46,ACH Credit,PAYROLL DEPOSIT,False
TXN0004453,2201335240,2025-04-09,4353.67,ACH Credit,Payroll Deposit,False
TXN0003115,3443450414,2025-06-11,-5355.53,Wire Transfer,INCOMING WIRE,False
TXN0003453,9412891744,2025-03-27,-22069.12,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004225,9149763696,2025-06-07,-26946.89,ACH Debit,Vendor Payment,False
TXN0002308,5019784005,2025-02-26,-31123.08,Wire Transfer,Incoming Wire,False
TXN0002605,4595781433,2025-04-20,-25272.89,ACH Debit,Vendor Payment,False
TXN0001055,4225887726,2025-01-11,36380.35,Check Deposit,Check Deposit,False
TXN0005018,8295409859,2025-02-09,-26126.03,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004342,2987972409,2025-03-07,-22617.65,Wire Transfer,Outgoing Wire,False
TXN0000571,7639403968,2025-06-30,-15355.78,Wire Transfer,OUTGOING WIRE,False
TXN0001492,7414470230,2025-03-10,-4727.96,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004877,5934170892,2025-06-24,8356.73,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001654,2700050749,2025-01-24,35707.83,Check Deposit,CHECK DEPOSIT,False
TXN0001391,1256534145,2025-01-22,-19837.78,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000487,7729446807,2025-05-08,22603.70,Check Deposit,Check Deposit,False
TXN0005404,2811176987,2025-06-25,16820.18,ACH Debit,Vendor Payment,False
TXN0000336,2680593283,2025-05-12,-21683.21,Debit Card,POS Purchase,False
