txn_ref,account_number,ledger_amount,bank_amount,ledger_date,bank_date,category,note
TXN0005205,5716648433,-25706.08,-25706.08,2025-01-30,2025-01-30,Reconciled,
TXN0001190,3949486155,-27153.87,-27153.87,2025-03-16,2025-03-16,Reconciled,
TXN0004340,6077805986,-7816.52,-7816.52,2025-01-23,2025-01-23,Reconciled,
TXN0000343,7043456429,14141.77,14141.77,2025-03-10,2025-03-10,Reconciled,
TXN0001570,1115804907,24735.22,24735.22,2025-03-25,2025-03-25,Reconciled,
TXN0003309,9525449374,-38938.38,-38938.38,2025-03-24,2025-03-24,Reconciled,
TXN0005525,8841212719,24640.55,24640.55,2025-05-20,2025-05-20,Reconciled,
TXN0002208,9486356300,-21026.10,-21026.10,2025-04-21,2025-04-21,Reconciled,
TXN0005815,7027740662,-2432.20,-2432.20,2025-03-03,2025-03-03,Reconciled,
TXN0003398,3945089619,-38795.44,-38795.44,2025-06-29,2025-06-29,Reconciled,
TXN0000466,6739565685,-28115.75,-28115.75,2025-05-10,2025-05-10,Reconciled,
TXN0004399,1070086464,-27798.05,-27798.05,2025-05-15,2025-05-15,Reconciled,
TXN0004870,4849645677,-7731.15,-7731.15,2025-02-20,2025-02-20,Reconciled,
TXN0003233,7304218881,13165.47,13165.47,2025-04-28,2025-04-28,Reconciled,
TXN0000189,2468956225,-1893.46,-1893.46,2025-03-08,2025-03-08,Reconciled,
TXN0003542,9219121085,-29323.97,-29323.97,2025-05-04,2025-05-04,Reconciled,
TXN0003903,4297353127,-20938.29,-20938.29,2025-01-10,2025-01-10,Reconciled,
TXN0001277,2756037922,-2659.58,-2659.58,2025-06-07,2025-06-07,Reconciled,
TXN0002995,8323179273,-13025.79,-13025.79,2025-05-10,2025-05-10,Reconciled,
TXN0004101,9370930250,-6933.97,-6933.97,2025-01-08,2025-01-08,Reconciled,
TXN0001873,2965265251,1872.82,1872.82,2025-04-11,2025-04-11,Reconciled,
TXN0003348,3790727054,-2599.25,-2599.25,2025-02-15,2025-02-15,Reconciled,
TXN0004547,7530029329,27558.98,27790.22,2025-02-11,2025-02-11,Amount Discrepancy (Investigate),"Ledger 27558.98 vs bank 27790.22, diff -231.24."
TXN0001451,9376163890,-1872.67,-1872.67,2025-02-07,2025-02-07,Reconciled,
TXN0002712,2859825025,1991.03,1991.03,2025-06-21,2025-06-21,Reconciled,
TXN0005129,5167134434,-11124.93,-11124.93,2025-06-19,2025-06-19,Reconciled,
TXN0004201,9635275448,16536.02,16536.02,2025-01-10,2025-01-10,Reconciled,
TXN0005167,3389285674,-23427.54,-23427.54,2025-03-21,2025-03-21,Reconciled,
TXN0004187,1691852183,24559.18,24559.18,2025-06-26,2025-06-26,Reconciled,
TXN0004462,1308801419,40717.96,40717.96,2025-04-11,2025-04-11,Reconciled,
TXN0005518,3966801820,-4718.36,-4718.36,2025-02-10,2025-02-10,Reconciled,
TXN0002193,4890453097,-43657.32,-43657.32,2025-02-10,2025-02-10,Reconciled,
TXN0001373,4360863981,-43307.30,-43307.30,2025-06-30,2025-06-30,Reconciled,
TXN0000030,6753885253,4909.90,4909.90,2025-04-18,2025-04-18,Reconciled,
TXN0002522,1506623897,-9471.98,-9471.98,2025-03-26,2025-03-26,Reconciled,
TXN0005654,4932831076,14998.54,14998.54,2025-05-02,2025-05-02,Reconciled,
TXN0002408,9320484554,-18205.74,-18205.74,2025-02-10,2025-02-10,Reconciled,
TXN0001143,2177667591,-40304.55,-40304.55,2025-02-12,2025-02-12,Reconciled,
TXN0004619,9772830738,-43371.60,-43371.60,2025-03-07,2025-03-07,Reconciled,
TXN0003995,2753403925,-550.19,-550.19,2025-06-23,2025-06-23,Reconciled,
TXN0005443,3632970057,-4511.50,-4511.50,2025-03-04,2025-03-04,Reconciled,
TXN0004590,5544608617,-32887.31,-32887.31,2025-04-10,2025-04-10,Reconciled,
TXN0000770,7286027893,-13529.10,-13529.10,2025-03-12,2025-03-12,Reconciled,
TXN0002233,5203568978,-23365.46,-23365.46,2025-01-13,2025-01-16,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0002430,9075292576,-40951.25,-40951.25,2025-01-05,2025-01-05,Reconciled,
TXN0004975,2295524771,44253.52,44253.52,2025-02-01,2025-02-01,Reconciled,
TXN0002089,1966625106,-28891.72,-28891.72,2025-01-15,2025-01-15,Reconciled,
TXN0005718,8255444629,31756.10,31756.10,2025-02-21,2025-02-21,Reconciled,
TXN0005861,8773431417,-17347.69,-17347.69,2025-01-25,2025-01-25,Reconciled,
TXN0001272,1524321380,-36551.46,-36551.46,2025-05-26,2025-05-26,Reconciled,
TXN0003990,7425026344,-5879.54,-5879.54,2025-01-29,2025-01-29,Reconciled,
TXN0000059,7266658364,-43573.01,-43573.01,2025-06-22,2025-06-22,Reconciled,
TXN0005388,7392842908,20695.61,20695.61,2025-01-31,2025-01-31,Reconciled,
TXN0000052,4302563702,33635.75,33635.75,2025-04-10,2025-04-10,Reconciled,
TXN0004165,1822137343,-2495.13,-2495.13,2025-02-12,2025-02-12,Reconciled,
TXN0002739,1673329158,-39877.09,-39877.09,2025-05-19,2025-05-19,Reconciled,
TXN0002240,8846646664,31984.97,31984.97,2025-02-07,2025-02-09,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0000443,4000120562,13122.46,13122.46,2025-01-21,2025-01-21,Reconciled,
TXN0005033,3689595758,41522.71,41522.71,2025-04-23,2025-04-23,Reconciled,
TXN0003308,7843521059,-30733.00,-30733.00,2025-03-29,2025-03-29,Reconciled,
TXN0005905,9226935699,-18490.36,-18676.10,2025-06-20,2025-06-20,Amount Discrepancy (Investigate),"Ledger -18490.36 vs bank -18676.10, diff 185.74."
TXN0005243,6658201507,615.71,615.71,2025-01-06,2025-01-06,Reconciled,
TXN0001493,5914450257,-26572.38,-26572.38,2025-02-11,2025-02-11,Reconciled,
TXN0000397,3472297223,-23418.62,-23418.62,2025-01-15,2025-01-15,Reconciled,
TXN0002729,4150146178,-23261.28,-23261.28,2025-01-06,2025-01-06,Reconciled,
TXN0003819,9611888419,-480.15,-480.15,2025-02-17,2025-02-17,Reconciled,
TXN0002219,1221624687,-32415.80,-32415.80,2025-02-14,2025-02-14,Reconciled,
TXN0004473,8000909541,9597.85,9597.85,2025-05-20,2025-05-20,Reconciled,
TXN0005124,3727286172,-25213.97,-25213.97,2025-03-15,2025-03-15,Reconciled,
TXN0003899,3625586640,-34721.63,-34721.63,2025-01-13,2025-01-13,Reconciled,
TXN0005192,7759550175,-36254.32,-36254.32,2025-02-13,2025-02-14,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0004961,3922850888,41764.77,41764.77,2025-01-05,2025-01-05,Reconciled,
TXN0004657,3144860917,5702.85,5702.85,2025-01-23,2025-01-23,Reconciled,
TXN0002821,3978815518,-20767.78,-20767.78,2025-01-17,2025-01-20,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0001316,8241322313,-3982.16,-3982.16,2025-03-17,2025-03-18,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0003262,9758644669,12378.54,12378.54,2025-01-12,2025-01-14,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0003436,9275486371,-39418.05,-39418.05,2025-06-01,2025-06-01,Reconciled,
TXN0003350,5951079512,-29795.16,-29795.16,2025-04-16,2025-04-18,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004814,7209745753,-26030.72,-26030.72,2025-05-20,2025-05-20,Reconciled,
TXN0001446,9353136008,-37853.52,-37853.52,2025-03-30,2025-03-30,Reconciled,
TXN0003294,3562040386,21739.26,21739.26,2025-01-19,2025-01-22,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000783,1125521145,18803.46,18803.46,2025-06-03,2025-06-06,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000481,4943283687,19969.02,19969.02,2025-06-02,2025-06-05,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0002031,6991631598,3684.39,3684.39,2025-01-19,2025-01-19,Reconciled,
TXN0004357,8863150494,10019.90,10019.90,2025-05-31,2025-05-31,Reconciled,
TXN0001701,6139262910,-6144.14,-6144.14,2025-01-06,2025-01-06,Reconciled,
TXN0005829,4774762840,-41462.95,-41462.95,2025-02-23,2025-02-23,Reconciled,
TXN0003927,3729389512,-6977.54,-6977.54,2025-04-07,2025-04-07,Reconciled,
TXN0003943,9536426117,23844.10,23844.10,2025-04-23,2025-04-23,Reconciled,
TXN0004503,5746775787,-28332.24,-28332.24,2025-06-12,2025-06-12,Reconciled,
TXN0000979,1050917646,43876.47,43876.47,2025-06-04,2025-06-04,Reconciled,
TXN0000549,4917324244,-4200.21,-4200.21,2025-02-13,2025-02-13,Reconciled,
TXN0003636,7387319762,-13310.69,-13310.69,2025-02-04,2025-02-04,Reconciled,
TXN0005600,8786314750,-14812.85,-14812.85,2025-02-10,2025-02-10,Reconciled,
TXN0002747,6756046074,29160.66,29160.66,2025-05-21,2025-05-23,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0001699,4330710204,38018.13,38108.19,2025-04-15,2025-04-15,Amount Discrepancy (Investigate),"Ledger 38018.13 vs bank 38108.19, diff -90.06."
TXN0004273,5599732307,-27782.01,-27782.01,2025-06-04,2025-06-04,Reconciled,
TXN0001879,3193106356,3554.15,3554.15,2025-01-16,2025-01-16,Reconciled,
TXN0002916,2816088392,-19852.79,-19852.79,2025-01-03,2025-01-03,Reconciled,
TXN0001553,1320913309,-11145.68,-11145.68,2025-05-26,2025-05-26,Reconciled,
TXN0003520,3890560188,33421.17,33421.17,2025-06-11,2025-06-11,Reconciled,
TXN0003764,3454770411,9981.18,9981.18,2025-04-18,2025-04-18,Reconciled,
TXN0000367,3065455755,-33270.74,-33270.74,2025-04-07,2025-04-07,Reconciled,
TXN0002195,4899746474,-31182.97,-31182.97,2025-06-07,2025-06-08,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0005071,6697058939,-40682.18,-40682.18,2025-06-22,2025-06-22,Reconciled,
TXN0002859,1831486065,-41427.58,-41427.58,2025-04-25,2025-04-25,Reconciled,
TXN0003268,5002111015,-19082.31,-19082.31,2025-04-06,2025-04-09,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0003994,5205167738,-21377.60,-21377.60,2025-06-07,2025-06-10,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0003414,4963357721,-27345.54,-27345.54,2025-02-21,2025-02-23,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0002506,5573016047,-40053.80,-40053.80,2025-01-14,2025-01-14,Reconciled,
TXN0004047,9314184637,-17814.00,-17814.00,2025-04-04,2025-04-04,Reconciled,
TXN0000174,5422407131,-19668.95,-19668.95,2025-06-23,2025-06-23,Reconciled,
TXN0002251,8550446786,34774.64,34774.64,2025-05-20,2025-05-20,Reconciled,
TXN0001033,1805551323,14894.52,14894.52,2025-06-10,2025-06-10,Reconciled,
TXN0000937,4083898282,18948.76,18948.76,2025-01-05,2025-01-05,Reconciled,
TXN0001759,9262072171,-1431.17,-1431.17,2025-03-08,2025-03-08,Reconciled,
TXN0002145,1137367896,42948.24,42948.24,2025-05-17,2025-05-17,Reconciled,
TXN0002263,4834352429,18133.66,18133.66,2025-01-07,2025-01-07,Reconciled,
TXN0001241,4254190460,23786.46,23786.46,2025-02-18,2025-02-18,Reconciled,
TXN0002121,2419215154,-41469.44,-41469.44,2025-06-20,2025-06-20,Reconciled,
TXN0004523,2435086113,-23504.82,-23504.82,2025-03-24,2025-03-26,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004536,8927594725,-14660.50,-14660.50,2025-02-09,2025-02-09,Reconciled,
TXN0003653,5951679389,33657.86,33657.86,2025-04-09,2025-04-09,Reconciled,
TXN0003057,2243635813,21619.30,21619.30,2025-02-23,2025-02-23,Reconciled,
TXN0000949,6552647609,8026.26,8026.26,2025-03-11,2025-03-11,Reconciled,
TXN0002937,5237858653,-6516.09,-6516.09,2025-05-01,2025-05-01,Reconciled,
TXN0002383,8723011516,33531.14,33531.14,2025-05-21,2025-05-21,Reconciled,
TXN0000500,3968424277,-10401.44,-10401.44,2025-05-22,2025-05-22,Reconciled,
TXN0001149,6037942642,-41431.30,-41431.30,2025-05-01,2025-05-01,Reconciled,
TXN0005858,7793555789,-33222.13,-33222.13,2025-04-10,2025-04-10,Reconciled,
TXN0005941,8427188734,-9218.22,,2025-05-08,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0004528,3491876039,-21014.50,,2025-06-05,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0004719,2256141065,-12617.39,-12617.39,2025-03-11,2025-03-11,Reconciled,
TXN0000869,6125535591,-8301.31,-8301.31,2025-04-13,2025-04-13,Reconciled,
TXN0005250,4280676082,-16715.01,-16715.01,2025-01-29,2025-01-29,Reconciled,
TXN0000155,5712277527,33276.18,33276.18,2025-03-08,2025-03-08,Reconciled,
TXN0003427,8308355086,41362.03,41362.03,2025-02-17,2025-02-17,Reconciled,
TXN0004614,1488992418,-32749.83,-32749.83,2025-06-28,2025-06-28,Reconciled,
TXN0004952,3730508339,-6215.05,-6215.05,2025-01-21,2025-01-21,Reconciled,
TXN0002380,2751220327,37369.78,37369.78,2025-01-16,2025-01-16,Reconciled,
TXN0000991,3377967038,-18094.39,-18094.39,2025-04-07,2025-04-08,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0004376,3605953817,-12103.48,-12103.48,2025-06-16,2025-06-19,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0004770,3319222292,-1225.24,-1225.24,2025-01-06,2025-01-06,Reconciled,
TXN0005544,2453588457,9664.06,9664.06,2025-06-14,2025-06-14,Reconciled,
TXN0004577,5501069106,27086.85,27086.85,2025-06-20,2025-06-20,Reconciled,
TXN0002839,4498305154,-5115.68,-5115.68,2025-04-14,2025-04-14,Reconciled,
TXN0004439,2590599972,-32088.80,-32283.69,2025-02-28,2025-02-28,Amount Discrepancy (Investigate),"Ledger -32088.80 vs bank -32283.69, diff 194.89."
TXN0005120,1734427245,2281.03,2195.82,2025-02-26,2025-02-26,Amount Discrepancy (Investigate),"Ledger 2281.03 vs bank 2195.82, diff 85.21."
TXN0003745,9274361779,-13559.38,-13559.38,2025-02-26,2025-02-26,Reconciled,
TXN0004395,9970464701,-12519.14,-12519.14,2025-04-23,2025-04-23,Reconciled,
TXN0004761,4761907381,-10521.53,-10521.53,2025-03-13,2025-03-13,Reconciled,
TXN0005530,2199958465,-3446.89,-3446.89,2025-04-23,2025-04-23,Reconciled,
TXN0001261,6771409397,-26878.59,-26878.59,2025-05-07,2025-05-07,Reconciled,
TXN0001378,5495192442,11264.38,11264.38,2025-05-09,2025-05-09,Reconciled,
TXN0003193,3641860754,-26295.17,-26295.17,2025-05-08,2025-05-08,Reconciled,
TXN0005620,5895412119,35128.07,35128.07,2025-04-20,2025-04-20,Reconciled,
TXN0004855,9550008024,-31580.25,-31580.25,2025-05-14,2025-05-14,Reconciled,
TXN0004386,9255724058,3395.98,3395.98,2025-03-29,2025-03-29,Reconciled,
TXN0003525,8871879055,30759.72,30759.72,2025-01-20,2025-01-20,Reconciled,
TXN0001589,5423198339,-18430.98,-18430.98,2025-04-28,2025-04-28,Reconciled,
TXN0003811,3820862048,1495.09,1495.09,2025-06-22,2025-06-22,Reconciled,
TXN0005790,1599946723,-10505.37,-10505.37,2025-04-24,2025-04-24,Reconciled,
TXN0000846,3218576931,-310.55,-310.55,2025-02-23,2025-02-23,Reconciled,
TXN0004978,7586866351,-31173.20,,2025-04-26,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0002788,4305538309,-34094.16,-34094.16,2025-03-21,2025-03-21,Reconciled,
TXN0000985,9084679996,-6640.82,-6640.82,2025-03-13,2025-03-13,Reconciled,
TXN0001916,7842717461,11696.29,11696.29,2025-06-06,2025-06-08,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0002786,7661262324,-42755.73,-42550.17,2025-01-09,2025-01-09,Amount Discrepancy (Investigate),"Ledger -42755.73 vs bank -42550.17, diff -205.56."
TXN0001853,3187030584,-20326.68,-20326.68,2025-01-20,2025-01-20,Reconciled,
TXN0002838,4651492863,-27572.29,-27572.29,2025-06-24,2025-06-24,Reconciled,
TXN0001557,1208647883,-19248.63,-19248.63,2025-02-08,2025-02-08,Reconciled,
TXN0002059,6704204095,-41747.34,-41747.34,2025-03-15,2025-03-15,Reconciled,
TXN0005844,5409398474,-10603.76,-10603.76,2025-03-29,2025-03-29,Reconciled,
TXN0003817,8903671388,-41917.93,-41917.93,2025-03-18,2025-03-18,Reconciled,
TXN0002741,4712600840,41118.79,41118.79,2025-05-20,2025-05-20,Reconciled,
TXN0005676,2651252570,-13881.74,-13881.74,2025-06-23,2025-06-23,Reconciled,
TXN0004660,9326485900,25719.26,25719.26,2025-06-15,2025-06-16,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0000772,3301700553,9792.48,9792.48,2025-06-22,2025-06-23,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
FEE00088,7098078848,,-47.63,,2025-02-11,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00104,3366303066,,-46.00,,2025-04-26,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0004623,2993893600,,-1075.28,,2025-02-18,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0001204,7667277949,,29177.57,,2025-04-22,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0002038,9122753519,,-31800.42,,2025-03-05,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0004835,8172302379,,27063.53,,2025-02-13,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00113,3475868627,,42.80,,2025-06-30,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0005364,1248395930,,-26587.24,,2025-06-06,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0004115,5135313418,,7650.13,,2025-06-23,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00027,8169316490,,-19.90,,2025-03-07,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0004046,4874290017,,-6781.85,,2025-05-05,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00008,6640640204,,-19.97,,2025-02-16,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00033,7678490533,,6.51,,2025-01-03,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0001525,1485438439,,-18045.68,,2025-01-08,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00093,7410246115,,-67.60,,2025-06-13,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0004800,5574579694,,-11798.69,,2025-01-31,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0002598,6108698513,,36803.97,,2025-01-09,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00017,3580128490,,-44.10,,2025-05-27,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0002620,5234599620,,-35017.10,,2025-01-19,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00051,8536612314,,-43.26,,2025-01-26,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00076,1235760184,,-19.74,,2025-01-04,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0001843,2026399285,,11922.43,,2025-02-02,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0000465,9599894045,,29289.56,,2025-02-03,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00136,1371068795,,44.82,,2025-01-26,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00106,1870462165,,-21.62,,2025-01-25,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00111,1536783358,,-49.35,,2025-01-05,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00067,7131939644,,-28.45,,2025-02-11,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0000692,1164627519,,-30674.53,,2025-02-20,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0001138,7488048589,,30504.24,,2025-06-13,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0005272,1730936839,,-39047.18,,2025-03-11,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00011,9356925262,,-48.21,,2025-05-04,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0005278,5088967403,,-11149.32,,2025-04-23,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0004934,3890429968,,-15219.44,,2025-02-26,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0002224,3557934324,,1187.08,,2025-04-05,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00132,4370763119,,-68.41,,2025-04-24,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0002177,7300037175,,15650.40,,2025-06-11,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0001348,4686130590,,29102.75,,2025-01-16,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00098,5586875141,,-16.95,,2025-06-14,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00112,1326918384,,44.24,,2025-06-11,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0001025,6707935116,,-42174.37,,2025-01-12,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00005,4592578149,,-8.50,,2025-03-04,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0003239,9168127750,,-35245.83,,2025-01-16,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00083,5814384448,,-49.55,,2025-01-27,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0005204,7649943709,,-20745.31,,2025-03-02,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0004610,4586887105,,33026.26,,2025-04-08,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0001742,6432058439,,25338.05,,2025-06-20,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0005359,5597766536,,-4991.59,,2025-06-04,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0005598,7358826289,,16635.09,,2025-06-17,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0000258,6529829040,,17316.94,,2025-05-26,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0000049,6837650372,,28498.70,,2025-03-03,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00032,1357624246,,-37.16,,2025-06-25,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00039,5822236308,,-9.60,,2025-05-10,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00028,8806728254,,13.63,,2025-06-22,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00026,1585736774,,10.29,,2025-02-07,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00057,2527640106,,-9.83,,2025-02-05,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0003096,5522120287,,-40199.45,,2025-06-22,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0003285,1429874499,,-403.76,,2025-05-20,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0001185,9595027907,,25722.55,,2025-03-08,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00070,3367502510,,-24.04,,2025-04-14,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0001106,5059782054,,-22656.78,,2025-05-21,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00048,3870038044,,-29.63,,2025-03-01,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00095,1273948737,,21.10,,2025-06-07,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00128,1101525333,,-53.76,,2025-06-12,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0005019,5246731231,,-13184.51,,2025-02-08,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00082,2130600582,,-6.43,,2025-05-10,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0003359,8396632645,,-23464.35,,2025-01-29,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0005703,6504847491,,-26061.54,,2025-06-20,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
TXN0002755,8886890648,,-22909.94,,2025-04-05,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00123,3297374210,,-55.38,,2025-02-13,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0001840,7788147431,,-41372.72,,2025-01-10,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00025,3670103353,,-44.69,,2025-05-08,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0002055,3379935538,,-26925.11,,2025-01-15,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
FEE00050,1257785111,,72.71,,2025-05-26,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00034,7873735833,,-19.53,,2025-04-19,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
FEE00038,9226823011,,7.54,,2025-01-21,Bank Fee/Interest (No Ledger Entry Expected),"Bank-originated item (fee/interest) -- needs to be booked to the ledger, not an error."
TXN0005066,4765519758,,16245.14,,2025-06-21,Bank-Only (Investigate),No matching ledger record found for this bank transaction.
