txn_ref,account_number,post_date,amount,direction,description,branch_code
TXN0001097,4764707759,2025-04-27,25581.55,Credit,Payroll Deposit,0501
TXN0004517,1806117549,2025-05-04,-16896.91,Debit,Vendor Payment,0501
TXN0003311,3985774424,2025-03-21,-13180.94,Debit,Incoming Wire,0112
TXN0003641,1418744212,2025-02-26,-33240.07,Debit,Account Transfer,0389
TXN0001410,4218592208,2025-06-20,-17134.09,Debit,POS Purchase,0501
TXN0001238,6049950976,2025-04-30,11453.25,Credit,Check Deposit,0501
TXN0000560,9461377731,2025-01-09,33235.19,Credit,POS Purchase,0501
TXN0001859,2262481296,2025-06-19,15328.31,Credit,Payroll Deposit,0112
TXN0004466,1593420774,2025-03-28,-31397.43,Debit,Incoming Wire,0678
TXN0003040,2794752604,2025-04-26,37462.70,Credit,Check Deposit,0112
TXN0002716,6167647750,2025-01-07,-4859.08,Debit,Outgoing Wire,0389
TXN0002918,4690622024,2025-03-25,-23955.38,Debit,Account Transfer,0678
TXN0004865,6407555988,2025-01-29,-40693.16,Debit,Incoming Wire,0389
TXN0004539,7336104718,2025-05-13,-21395.58,Debit,ATM Cash Withdrawal,0112
TXN0002900,6000471823,2025-02-09,-18449.20,Debit,POS Purchase,0112
TXN0004221,9562718246,2025-04-18,-26824.30,Debit,Outgoing Wire,0501
TXN0001065,1875865888,2025-05-26,-35108.94,Debit,Incoming Wire,0678
TXN0001386,5506823444,2025-06-01,27207.63,Credit,Check Deposit,0389
TXN0004157,4917085037,2025-06-15,-5950.04,Debit,Outgoing Wire,0501
TXN0004048,5187686774,2025-06-05,25276.06,Credit,Payroll Deposit,0678
TXN0003692,2025831633,2025-01-10,11065.32,Credit,Check Deposit,0678
TXN0000708,4409108260,2025-03-08,-20385.25,Debit,ATM Cash Withdrawal,0678
TXN0001264,1280377530,2025-03-28,-15221.35,Debit,Account Transfer,0678
TXN0000128,4807334871,2025-03-09,-34514.51,Debit,Vendor Payment,0245
TXN0000297,6994638775,2025-01-24,-88.02,Debit,Incoming Wire,0678
TXN0003941,5590909541,2025-02-10,39784.39,Credit,Check Deposit,0501
TXN0005591,4467078952,2025-01-27,-2146.86,Debit,Outgoing Wire,0112
TXN0003119,7010404553,2025-03-08,39998.38,Credit,Check Deposit,0389
TXN0000918,7584006220,2025-05-13,4876.04,Credit,Payroll Deposit,0501
TXN0004125,3178670398,2025-02-25,24529.88,Credit,Account Transfer,0501
TXN0004526,7654313197,2025-06-08,-28591.98,Debit,POS Purchase,0245
TXN0002707,2782160504,2025-01-07,-12795.89,Debit,Outgoing Wire,0678
TXN0003007,5830808425,2025-01-28,44210.97,Credit,Check Deposit,0678
TXN0002796,3459665591,2025-04-01,-44751.18,Debit,Incoming Wire,0112
TXN0005430,5550098544,2025-06-09,-10474.56,Debit,ATM Cash Withdrawal,0112
TXN0003509,2812370698,2025-04-17,-10448.27,Debit,ATM Cash Withdrawal,0501
TXN0000779,9418655521,2025-04-18,-2376.78,Debit,ATM Cash Withdrawal,0245
TXN0001596,5288620289,2025-02-23,-514.38,Debit,Outgoing Wire,0501
TXN0003951,4829983671,2025-04-09,-9952.16,Debit,Vendor Payment,0678
TXN0004829,5881916593,2025-02-16,25003.78,Credit,Check Deposit,0112
TXN0002571,5663673220,2025-01-08,-15811.32,Debit,Account Transfer,0678
TXN0003429,3213413303,2025-05-19,-3844.08,Debit,POS Purchase,0245
TXN0003834,7571868991,2025-06-20,-33184.32,Debit,ATM Cash Withdrawal,0389
TXN0002643,9772534799,2025-06-08,-29278.63,Debit,Vendor Payment,0389
TXN0000166,5929909663,2025-03-01,-31391.67,Debit,ATM Cash Withdrawal,0389
TXN0003276,5122726010,2025-01-03,-7656.66,Debit,Account Transfer,0245
TXN0000475,9714160083,2025-02-11,-41130.93,Debit,Vendor Payment,0245
TXN0002678,5830154588,2025-03-17,-44255.16,Debit,ATM Cash Withdrawal,0501
TXN0005170,2200806929,2025-03-18,-4183.29,Debit,Vendor Payment,0112
TXN0002422,5433130514,2025-06-14,-2540.47,Debit,POS Purchase,0501
TXN0001726,9265188480,2025-06-10,36570.51,Credit,Payroll Deposit,0245
TXN0002205,5364993807,2025-03-08,-36898.89,Debit,Account Transfer,0389
TXN0002669,2061950282,2025-02-08,-4338.45,Debit,Outgoing Wire,0678
TXN0005694,1164851884,2025-03-27,28707.89,Credit,Check Deposit,0389
TXN0005581,2555093703,2025-01-26,-22717.66,Debit,Vendor Payment,0389
TXN0004042,6440153931,2025-03-13,17349.59,Credit,Payroll Deposit,0678
TXN0005061,8622998316,2025-01-08,-11739.88,Debit,Account Transfer,0245
TXN0000886,7856413514,2025-02-21,-27490.53,Debit,Account Transfer,0245
TXN0004755,1315936658,2025-02-01,-35880.26,Debit,ATM Cash Withdrawal,0501
TXN0000762,5009985551,2025-01-14,-8984.00,Debit,POS Purchase,0501
TXN0001066,3606920396,2025-03-25,-32944.67,Debit,Vendor Payment,0501
TXN0003988,1641154081,2025-03-15,18386.26,Credit,Check Deposit,0389
TXN0002827,6011094089,2025-04-28,-18250.30,Debit,Incoming Wire,0678
TXN0003980,7463201405,2025-01-16,-10801.28,Debit,ATM Cash Withdrawal,0678
TXN0001385,6596126755,2025-04-25,-9154.83,Debit,Account Transfer,0389
TXN0001976,8613336419,2025-06-19,-39005.02,Debit,Outgoing Wire,0501
TXN0002064,6193674300,2025-02-21,-40494.51,Debit,Vendor Payment,0501
TXN0003681,5027770587,2025-04-07,-32920.05,Debit,Incoming Wire,0501
TXN0001251,7591750877,2025-04-29,41159.02,Credit,Check Deposit,0501
TXN0004608,1465591159,2025-03-02,3097.98,Credit,Payroll Deposit,0245
TXN0004183,1921027802,2025-01-19,-11354.91,Debit,Account Transfer,0389
TXN0003481,8183002432,2025-02-24,-42756.13,Debit,Vendor Payment,0678
TXN0003323,9077708189,2025-02-19,35145.74,Credit,Account Transfer,0678
TXN0005996,6850608478,2025-03-22,-39010.96,Debit,Account Transfer,0678
TXN0001075,7101395276,2025-05-14,-28787.12,Debit,POS Purchase,0389
TXN0005102,3242094402,2025-06-19,-7138.34,Debit,ATM Cash Withdrawal,0112
TXN0001642,2180710638,2025-01-20,-17495.37,Debit,Vendor Payment,0678
TXN0004861,8321984309,2025-03-25,-22219.31,Debit,ATM Cash Withdrawal,0678
TXN0004888,8651007495,2025-04-21,-1190.89,Debit,POS Purchase,0245
TXN0001601,6898644020,2025-05-13,-37133.53,Debit,Vendor Payment,0245
TXN0000674,3714692475,2025-01-19,-1247.08,Debit,Outgoing Wire,0678
TXN0005767,2096996244,2025-05-28,-10618.61,Debit,ATM Cash Withdrawal,0678
TXN0002661,2000428152,2025-01-17,-4543.82,Debit,Incoming Wire,0501
TXN0004831,8213906079,2025-03-06,-3152.69,Debit,Account Transfer,0389
TXN0003596,5960561400,2025-04-16,24780.44,Credit,Payroll Deposit,0678
TXN0004326,4383570066,2025-01-31,-5114.35,Debit,Incoming Wire,0501
TXN0001771,2401157719,2025-06-17,-39790.67,Debit,ATM Cash Withdrawal,0112
TXN0003132,5054783925,2025-01-14,-20704.75,Debit,ATM Cash Withdrawal,0678
TXN0002957,7128376192,2025-05-29,-24243.62,Debit,Vendor Payment,0501
TXN0004518,5815784661,2025-05-03,-38812.95,Debit,Outgoing Wire,0112
TXN0003560,1798462764,2025-03-29,-24201.17,Debit,POS Purchase,0389
TXN0000525,5485544363,2025-05-08,44906.16,Credit,Payroll Deposit,0389
TXN0000378,5504672151,2025-04-18,-4667.83,Debit,Vendor Payment,0245
TXN0003274,6607076949,2025-05-14,-1121.39,Debit,ATM Cash Withdrawal,0501
TXN0003664,1840555337,2025-05-17,-7441.31,Debit,POS Purchase,0245
TXN0002411,9895447872,2025-04-02,38961.46,Credit,Account Transfer,0245
TXN0000682,2952631517,2025-01-18,19882.34,Credit,Check Deposit,0678
TXN0002118,2908781372,2025-01-29,-42577.11,Debit,Outgoing Wire,0678
TXN0001294,1553731733,2025-02-28,4118.66,Credit,Check Deposit,0112
TXN0001906,1247552305,2025-01-11,24210.56,Credit,Check Deposit,0245
TXN0000554,1384096976,2025-06-28,-34751.25,Debit,Account Transfer,0389
TXN0001500,7086762538,2025-02-05,-23221.12,Debit,ATM Cash Withdrawal,0501
TXN0001613,1505890194,2025-05-17,-17399.76,Debit,POS Purchase,0501
TXN0003714,3965801609,2025-01-09,9643.04,Credit,Payroll Deposit,0678
TXN0001719,4649028280,2025-01-24,-29863.87,Debit,Outgoing Wire,0678
TXN0004353,5793116289,2025-04-07,-23796.33,Debit,POS Purchase,0245
TXN0004068,8094377527,2025-02-09,-18625.62,Debit,Incoming Wire,0678
TXN0000477,6272164654,2025-06-24,-834.07,Debit,POS Purchase,0245
TXN0005801,2300575261,2025-03-05,-25893.36,Debit,Incoming Wire,0389
TXN0002923,7541405059,2025-01-23,-43586.52,Debit,Outgoing Wire,0389
TXN0003079,1889813171,2025-01-04,22031.57,Credit,Account Transfer,0112
TXN0004002,2792481830,2025-02-08,29664.06,Credit,Check Deposit,0112
TXN0001868,4254005848,2025-02-11,-18671.40,Debit,Vendor Payment,0245
TXN0001022,4390557419,2025-03-24,7164.65,Credit,Account Transfer,0112
TXN0005312,2215887023,2025-01-20,-153.74,Debit,POS Purchase,0245
TXN0002275,8910422169,2025-02-22,26804.88,Credit,Payroll Deposit,0112
TXN0003214,2306789454,2025-02-28,-20342.25,Debit,Incoming Wire,0245
TXN0001554,5569404113,2025-04-25,-6061.73,Debit,Vendor Payment,0389
TXN0001647,9074524728,2025-01-20,-15061.01,Debit,Vendor Payment,0245
TXN0001620,5461044988,2025-05-16,-41219.72,Debit,Incoming Wire,0501
TXN0004578,4361589160,2025-03-03,-27438.44,Debit,ATM Cash Withdrawal,0112
TXN0004749,3645650238,2025-03-31,-36558.05,Debit,Vendor Payment,0245
TXN0001377,3522890846,2025-03-04,35421.59,Credit,Account Transfer,0245
TXN0002539,8105167861,2025-06-14,39980.20,Credit,Check Deposit,0501
TXN0003198,9459337576,2025-04-27,31570.40,Credit,Check Deposit,0112
TXN0004461,1757768271,2025-03-18,-43631.88,Debit,Vendor Payment,0501
TXN0001095,1123324857,2025-03-28,-10306.51,Debit,Account Transfer,0389
TXN0000469,6548035525,2025-06-04,-39744.73,Debit,ATM Cash Withdrawal,0245
TXN0003006,6799772874,2025-01-20,-27001.07,Debit,Vendor Payment,0501
TXN0000916,9137292111,2025-02-26,24013.34,Credit,Check Deposit,0389
TXN0004595,6526530390,2025-01-23,28709.37,Credit,Check Deposit,0501
TXN0005716,1243283104,2025-06-28,-43688.42,Debit,ATM Cash Withdrawal,0678
TXN0003037,8368178024,2025-03-06,-38155.60,Debit,ATM Cash Withdrawal,0389
TXN0001965,2835046850,2025-06-18,-28821.14,Debit,Account Transfer,0678
TXN0001931,7356762104,2025-01-17,-3387.45,Debit,Incoming Wire,0678
TXN0001341,1484018964,2025-03-24,-30098.98,Debit,Incoming Wire,0112
TXN0004996,5018278489,2025-06-10,6802.96,Credit,Check Deposit,0245
TXN0004381,6725295354,2025-06-26,2786.28,Credit,Check Deposit,0245
TXN0002933,5493313762,2025-05-29,-15937.72,Debit,POS Purchase,0245
TXN0005015,2141214351,2025-03-24,20120.54,Credit,Check Deposit,0245
TXN0003685,4959955237,2025-05-23,14305.34,Credit,Account Transfer,0389
TXN0004963,7951333109,2025-04-24,-5304.83,Debit,Vendor Payment,0678
TXN0005248,4789987477,2025-01-18,40144.19,Credit,Payroll Deposit,0245
TXN0005490,4011083696,2025-03-20,7515.59,Credit,Check Deposit,0112
TXN0003259,5878445519,2025-06-01,-11799.29,Debit,POS Purchase,0501
TXN0001383,2584188354,2025-05-24,21499.08,Credit,Check Deposit,0678
TXN0003130,9993758752,2025-02-08,10055.66,Credit,Account Transfer,0678
TXN0002781,5024502960,2025-06-11,-37617.70,Debit,Vendor Payment,0678
TXN0000181,3163114583,2025-05-23,-2045.30,Debit,Account Transfer,0245
TXN0001007,1125786469,2025-04-15,-2277.07,Debit,Outgoing Wire,0389
TXN0002733,4019877943,2025-02-23,-15840.07,Debit,Outgoing Wire,0389
TXN0000260,3060091930,2025-03-25,-36120.33,Debit,Incoming Wire,0501
TXN0005182,4925920011,2025-01-10,-2231.17,Debit,Vendor Payment,0389
TXN0000851,5004601042,2025-02-06,-17271.51,Debit,Incoming Wire,0112
TXN0002348,8818086294,2025-05-12,-18414.31,Debit,ATM Cash Withdrawal,0245
TXN0005992,3181185642,2025-03-01,-8782.60,Debit,Vendor Payment,0112
TXN0000261,7241856502,2025-05-13,14354.41,Credit,Account Transfer,0501
TXN0005464,1730738738,2025-05-13,-34059.53,Debit,ATM Cash Withdrawal,0245
TXN0004295,2787409822,2025-05-19,-21857.69,Debit,Vendor Payment,0112
TXN0001281,4419717173,2025-02-27,-4470.43,Debit,Outgoing Wire,0112
TXN0004722,9574190266,2025-03-11,-6800.58,Debit,Incoming Wire,0501
TXN0000126,5432909126,2025-01-15,-17832.31,Debit,POS Purchase,0245
TXN0000437,7411793174,2025-04-23,-26600.57,Debit,Outgoing Wire,0112
TXN0001023,3491259034,2025-06-27,-847.06,Debit,POS Purchase,0678
TXN0002812,6101121173,2025-03-09,-25458.73,Debit,ATM Cash Withdrawal,0501
TXN0005380,6177485162,2025-06-22,-21849.67,Debit,Vendor Payment,0678
TXN0004994,6424806816,2025-03-09,-36320.93,Debit,Vendor Payment,0245
TXN0001992,6322243187,2025-04-09,-14619.19,Debit,Vendor Payment,0501
TXN0003761,2196263296,2025-03-21,23141.75,Credit,Outgoing Wire,0112
TXN0001867,2372252111,2025-06-03,31589.56,Credit,Check Deposit,0112
TXN0002965,1058614938,2025-02-10,-28629.44,Debit,POS Purchase,0678
TXN0005886,5058217687,2025-06-25,-11334.52,Debit,Account Transfer,0501
TXN0003854,8259772215,2025-05-22,-17212.72,Debit,POS Purchase,0112
TXN0001848,5279376344,2025-02-12,4466.29,Credit,Check Deposit,0245
TXN0003963,3049156198,2025-03-12,-29942.99,Debit,Outgoing Wire,0501
TXN0003220,8162086467,2025-02-19,23142.73,Credit,Check Deposit,0501
TXN0003097,8507570633,2025-03-03,-42584.86,Debit,ATM Cash Withdrawal,0245
TXN0003486,6084555519,2025-05-24,16598.28,Credit,Payroll Deposit,0112
TXN0005040,8960250580,2025-02-08,-35056.30,Debit,Outgoing Wire,0389
TXN0004513,7302354883,2025-04-18,2339.22,Credit,Check Deposit,0112
TXN0005214,1417241129,2025-06-05,11335.41,Credit,Payroll Deposit,0501
TXN0005432,8139460187,2025-04-07,19687.65,Credit,Payroll Deposit,0389
TXN0005183,5342262371,2025-02-11,-44469.10,Debit,Vendor Payment,0501
TXN0001603,4022690168,2025-05-09,10418.83,Credit,Payroll Deposit,0501
TXN0004631,2186087980,2025-02-23,41831.62,Credit,Payroll Deposit,0112
TXN0005811,1435040587,2025-04-29,-15993.91,Debit,Incoming Wire,0245
TXN0005949,2487379680,2025-05-14,-44191.09,Debit,Outgoing Wire,0389
TXN0000899,7795278739,2025-04-10,35253.70,Credit,Payroll Deposit,0678
TXN0000482,7601496839,2025-05-27,-34636.48,Debit,Vendor Payment,0112
TXN0005166,4818087356,2025-04-02,-12239.24,Debit,Vendor Payment,0678
TXN0000508,3993927352,2025-01-23,-1197.35,Debit,Outgoing Wire,0389
TXN0003922,2003479835,2025-04-04,-6772.74,Debit,Outgoing Wire,0245
TXN0003793,2719865399,2025-05-18,-36033.54,Debit,Vendor Payment,0112
TXN0004757,9700754936,2025-03-17,-20933.25,Debit,Incoming Wire,0245
TXN0004594,5867997951,2025-01-13,-26613.35,Debit,Outgoing Wire,0501
TXN0005580,2258290284,2025-02-14,-35568.98,Debit,Account Transfer,0112
TXN0000275,3896437649,2025-01-24,-35842.56,Debit,POS Purchase,0389
TXN0002029,9986262675,2025-03-10,31878.35,Credit,Payroll Deposit,0678
TXN0003317,4156953921,2025-02-10,-21184.23,Debit,ATM Cash Withdrawal,0678
TXN0004898,1862651208,2025-04-24,14311.30,Credit,Account Transfer,0501
TXN0001326,8414677296,2025-05-31,-23277.42,Debit,POS Purchase,0245
TXN0005112,2731676905,2025-04-16,-39724.96,Debit,Outgoing Wire,0245
TXN0004174,6597775253,2025-05-20,12188.85,Credit,Account Transfer,0112
TXN0005975,1274087081,2025-03-10,-28540.98,Debit,Incoming Wire,0389
TXN0004359,7128250783,2025-03-05,-36852.69,Debit,ATM Cash Withdrawal,0501
TXN0002756,4045686266,2025-02-13,-18174.41,Debit,Account Transfer,0245
TXN0000934,8297536870,2025-01-20,12833.75,Credit,Payroll Deposit,0678
TXN0002841,2817917561,2025-01-12,22345.58,Credit,POS Purchase,0245
TXN0001216,1704039075,2025-05-14,-16386.85,Debit,Vendor Payment,0112
TXN0001465,9038289167,2025-01-22,29874.23,Credit,Account Transfer,0112
TXN0004456,1876876354,2025-03-10,25106.50,Credit,Payroll Deposit,0678
TXN0002973,4905913857,2025-06-15,-28802.21,Debit,ATM Cash Withdrawal,0678
TXN0004521,2585838151,2025-05-14,-6880.85,Debit,Outgoing Wire,0501
TXN0004472,5716378526,2025-01-18,-22494.68,Debit,ATM Cash Withdrawal,0112
TXN0002120,4560605140,2025-05-17,-12467.79,Debit,Vendor Payment,0678
TXN0001835,8626742409,2025-02-21,-38484.42,Debit,Outgoing Wire,0245
TXN0000007,2648201399,2025-03-11,-9598.63,Debit,ATM Cash Withdrawal,0678
TXN0002822,1378508086,2025-03-05,-10021.18,Debit,POS Purchase,0501
TXN0004487,1703382792,2025-01-25,-645.32,Debit,POS Purchase,0112
TXN0002558,5550331363,2025-06-22,-18706.62,Debit,Outgoing Wire,0501
TXN0001150,2106252515,2025-01-16,-3494.96,Debit,ATM Cash Withdrawal,0389
TXN0002098,8528542995,2025-06-14,-14554.43,Debit,Outgoing Wire,0501
TXN0004000,1951852877,2025-06-16,23150.14,Credit,Account Transfer,0112
TXN0000758,8960964195,2025-05-10,-15020.13,Debit,Outgoing Wire,0112
TXN0002365,4647007715,2025-05-02,-3191.12,Debit,Account Transfer,0245
TXN0002908,1437895722,2025-01-08,-43884.89,Debit,ATM Cash Withdrawal,0112
TXN0001749,1828416882,2025-01-24,-243.76,Debit,Incoming Wire,0389
TXN0002359,6958397358,2025-03-07,35252.35,Credit,Check Deposit,0501
TXN0001728,9360839589,2025-03-06,1698.19,Credit,Payroll Deposit,0112
TXN0005874,7705463382,2025-02-06,-1233.28,Debit,Account Transfer,0389
TXN0004260,5205172696,2025-02-04,-42080.84,Debit,POS Purchase,0245
TXN0005348,7008115182,2025-06-22,-6060.85,Debit,Vendor Payment,0245
TXN0000749,5704454235,2025-02-10,4813.62,Credit,Check Deposit,0245
TXN0005186,2415229966,2025-04-02,-1625.25,Debit,POS Purchase,0112
TXN0001172,1057618068,2025-01-27,-5671.49,Debit,Vendor Payment,0245
TXN0002824,8858128932,2025-01-13,34582.06,Credit,Account Transfer,0389
TXN0003147,9332021608,2025-05-11,-12332.77,Debit,Outgoing Wire,0112
TXN0004277,9581008253,2025-02-06,-14660.40,Debit,Outgoing Wire,0389
TXN0003224,5493896308,2025-01-17,36059.94,Credit,Payroll Deposit,0501
TXN0000455,8106901099,2025-03-13,-21337.15,Debit,Account Transfer,0112
TXN0000926,4141473952,2025-03-31,-31604.82,Debit,POS Purchase,0501
TXN0000219,7326989940,2025-02-27,-39724.24,Debit,POS Purchase,0501
TXN0005342,1158277434,2025-05-02,7346.40,Credit,Payroll Deposit,0389
TXN0001016,2542776190,2025-06-05,-11111.10,Debit,Incoming Wire,0678
TXN0005539,5504746171,2025-04-11,4937.00,Credit,Check Deposit,0389
TXN0002129,6911574736,2025-06-24,-43433.82,Debit,Vendor Payment,0112
TXN0004129,8699186965,2025-04-03,19520.71,Credit,Check Deposit,0389
TXN0001913,9105173355,2025-03-10,-43485.34,Debit,ATM Cash Withdrawal,0389
TXN0002290,4603599080,2025-05-20,-39630.76,Debit,Account Transfer,0245
TXN0003803,4947465483,2025-02-15,34747.68,Credit,Account Transfer,0389
TXN0002492,9877925634,2025-04-12,-10900.35,Debit,Incoming Wire,0245
TXN0000931,1863844914,2025-01-06,-30233.35,Debit,Vendor Payment,0678
TXN0002058,8768511941,2025-03-06,28957.63,Credit,Account Transfer,0501
TXN0004420,5545856677,2025-01-30,-38425.06,Debit,Outgoing Wire,0245
TXN0000656,2021229804,2025-03-25,-24518.97,Debit,POS Purchase,0678
TXN0000512,6851441478,2025-03-01,-44966.62,Debit,ATM Cash Withdrawal,0245
TXN0000815,4405197521,2025-03-23,31840.36,Credit,Payroll Deposit,0112
TXN0003491,5243283863,2025-01-10,-18246.33,Debit,ATM Cash Withdrawal,0501
TXN0005814,6035604974,2025-01-02,12404.48,Credit,Check Deposit,0245
TXN0004840,4511268586,2025-01-08,-32679.09,Debit,Vendor Payment,0678
TXN0000544,2272637408,2025-03-14,3251.23,Credit,Check Deposit,0501
TXN0005056,8850576470,2025-06-11,-13469.46,Debit,Incoming Wire,0501
TXN0000834,4303619170,2025-05-24,-11845.54,Debit,Outgoing Wire,0678
TXN0001550,9383962184,2025-06-26,-39107.54,Debit,ATM Cash Withdrawal,0112
TXN0004775,9572794797,2025-02-19,-1224.38,Debit,Incoming Wire,0245
TXN0004012,4440206018,2025-05-01,-22613.64,Debit,Outgoing Wire,0678
TXN0004648,4211329850,2025-02-04,-33811.82,Debit,Incoming Wire,0501
TXN0001615,4508178009,2025-02-23,-594.61,Debit,Account Transfer,0112
TXN0001658,4529209912,2025-02-08,-33601.66,Debit,Vendor Payment,0501
TXN0003462,8223914086,2025-03-10,-21714.24,Debit,Incoming Wire,0389
TXN0004448,6762698691,2025-05-22,-13986.50,Debit,Vendor Payment,0389
TXN0004635,1435439697,2025-01-25,-18515.17,Debit,Vendor Payment,0501
TXN0001411,5484033026,2025-05-02,44759.07,Credit,Payroll Deposit,0112
TXN0003138,5436675441,2025-02-09,27037.43,Credit,Check Deposit,0501
TXN0002078,7587653832,2025-05-18,32517.67,Credit,Check Deposit,0245
TXN0001076,8698600484,2025-03-20,23413.73,Credit,Payroll Deposit,0112
TXN0005021,9000075627,2025-04-26,-29233.81,Debit,Outgoing Wire,0112
TXN0002432,9990646016,2025-03-24,-24895.88,Debit,Incoming Wire,0245
TXN0004731,8265270196,2025-06-01,-20698.53,Debit,Vendor Payment,0501
TXN0001004,6020482290,2025-02-02,-36408.70,Debit,Vendor Payment,0112
TXN0000214,1623673207,2025-05-23,20840.99,Credit,Payroll Deposit,0501
TXN0005395,6695857388,2025-01-28,-19992.64,Debit,Incoming Wire,0112
TXN0003813,4631050264,2025-03-22,-10125.17,Debit,Outgoing Wire,0389
TXN0004365,2766655982,2025-01-06,-15292.71,Debit,Incoming Wire,0501
TXN0003528,1641952334,2025-03-05,-9775.17,Debit,ATM Cash Withdrawal,0389
TXN0000632,8346340764,2025-01-28,30584.13,Credit,Check Deposit,0501
TXN0005646,4191229676,2025-05-23,-26613.59,Debit,Outgoing Wire,0501
TXN0004303,2906687233,2025-06-02,-19495.21,Debit,POS Purchase,0112
TXN0000335,8209569981,2025-04-13,22163.28,Credit,Check Deposit,0389
TXN0004828,9881277791,2025-02-14,-20141.05,Debit,ATM Cash Withdrawal,0678
TXN0004212,1759067482,2025-06-24,-34308.24,Debit,Account Transfer,0389
TXN0004788,9423588079,2025-02-09,-16181.86,Debit,Vendor Payment,0501
TXN0004059,8411834055,2025-03-12,-23791.12,Debit,ATM Cash Withdrawal,0245
TXN0003593,9587559590,2025-02-26,-4046.72,Debit,POS Purchase,0245
TXN0002207,2618417778,2025-03-20,17236.42,Credit,Payroll Deposit,0112
TXN0000739,8836370618,2025-01-05,-14075.38,Debit,Account Transfer,0245
TXN0005163,9049041799,2025-06-30,23532.33,Credit,Account Transfer,0678
TXN0004949,6899616217,2025-01-07,42052.11,Credit,Payroll Deposit,0245
TXN0005365,6025211153,2025-04-25,-14250.53,Debit,Vendor Payment,0389
TXN0000819,5754190613,2025-05-01,41860.18,Credit,Check Deposit,0389
TXN0004274,8548572629,2025-03-30,21251.38,Credit,Check Deposit,0501
TXN0005308,9469401206,2025-02-14,-34769.86,Debit,ATM Cash Withdrawal,0501
TXN0005906,8671069321,2025-06-20,39792.00,Credit,Account Transfer,0112
TXN0003094,9444298203,2025-06-09,-26457.54,Debit,Incoming Wire,0112
TXN0002682,5276198318,2025-06-26,-10884.99,Debit,Vendor Payment,0245
TXN0001263,4487041639,2025-02-06,-15993.76,Debit,Vendor Payment,0678
TXN0000703,4245284970,2025-06-09,-19033.42,Debit,ATM Cash Withdrawal,0678
TXN0005263,6009708404,2025-05-24,17109.44,Credit,Payroll Deposit,0389
TXN0002047,8550606018,2025-03-23,-30176.68,Debit,Outgoing Wire,0678
TXN0005340,2405891906,2025-03-02,-4389.10,Debit,Vendor Payment,0678
TXN0002951,6498611637,2025-05-23,-9471.16,Debit,POS Purchase,0678
TXN0000898,2246762873,2025-03-01,-21428.03,Debit,Vendor Payment,0112
TXN0002919,4469116696,2025-03-19,-12833.05,Debit,Account Transfer,0678
TXN0003989,7615500413,2025-05-12,-41243.45,Debit,Vendor Payment,0678
TXN0004368,8295707221,2025-03-12,-12281.69,Debit,ATM Cash Withdrawal,0501
TXN0003180,5474022286,2025-03-22,9702.62,Credit,Payroll Deposit,0245
TXN0001925,5923817497,2025-03-24,-2514.81,Debit,Incoming Wire,0678
TXN0004290,6976366123,2025-05-26,-35836.70,Debit,Account Transfer,0245
TXN0003203,2622575813,2025-06-25,-43520.87,Debit,Account Transfer,0501
TXN0005776,9491633334,2025-06-06,40119.73,Credit,Payroll Deposit,0112
TXN0000768,6369475067,2025-02-03,-9320.47,Debit,Outgoing Wire,0501
TXN0005916,4998849980,2025-02-11,-17034.89,Debit,Outgoing Wire,0245
TXN0000575,6120739192,2025-02-09,-44574.39,Debit,Outgoing Wire,0389
TXN0004999,9526795316,2025-04-29,36889.80,Credit,Payroll Deposit,0501
TXN0000421,5791172021,2025-01-20,-32960.01,Debit,Vendor Payment,0245
TXN0004773,4069799545,2025-04-26,11555.57,Credit,Check Deposit,0389
TXN0004579,7403130630,2025-06-01,44800.68,Credit,Check Deposit,0678
TXN0004245,8888100000,2025-06-30,21136.00,Credit,Payroll Deposit,0112
TXN0005434,5976932616,2025-03-29,-41709.27,Debit,ATM Cash Withdrawal,0112
TXN0001875,7240310969,2025-03-01,-24920.25,Debit,POS Purchase,0678
TXN0002552,5514802954,2025-06-03,-20407.72,Debit,Vendor Payment,0678
TXN0000555,5170829519,2025-01-03,-8876.51,Debit,Account Transfer,0245
TXN0001059,7589465283,2025-01-09,-10866.15,Debit,Incoming Wire,0112
TXN0004827,6260341997,2025-03-23,-7669.11,Debit,Vendor Payment,0245
TXN0004178,7259076030,2025-06-22,-5714.95,Debit,Incoming Wire,0245
TXN0000863,3625722974,2025-06-24,-10567.70,Debit,Vendor Payment,0245
TXN0000994,3180987857,2025-06-07,10447.41,Credit,Outgoing Wire,0245
TXN0004844,1123836232,2025-05-01,-44186.85,Debit,ATM Cash Withdrawal,0112
TXN0005622,6165067838,2025-04-14,-27924.12,Debit,POS Purchase,0501
TXN0004663,8346624263,2025-01-04,-22848.69,Debit,Outgoing Wire,0678
TXN0002963,3318923885,2025-04-15,-42373.24,Debit,ATM Cash Withdrawal,0389
TXN0002725,2945218890,2025-05-10,-41115.26,Debit,Vendor Payment,0112
TXN0001889,6608949353,2025-05-14,-10377.48,Debit,Outgoing Wire,0389
TXN0003380,5381442337,2025-06-15,37587.76,Credit,Check Deposit,0678
TXN0004233,9474303087,2025-01-03,-10235.30,Debit,POS Purchase,0678
TXN0001248,4159424340,2025-05-12,9151.53,Credit,Check Deposit,0245
TXN0004504,3472601076,2025-04-13,-14472.04,Debit,Incoming Wire,0245
