RefNumber,AcctNumber,StatementDate,Amount,TxnType,Memo
TXN0002395,794-989-6941,10-May-2025,"$21,969.70",ACH Credit,Payroll Deposit
TXN0003036,278-187-0366,04-Mar-2025,"($17,146.29)",ACH Debit,Vendor Payment
TXN0004592,571-365-4951,19-Apr-2025,"($36,862.52)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003218,230-753-0238,04/25/2025,"($16,516.77)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005300,284-126-4555,05/16/2025,"($1,412.74)",Wire Transfer,INCOMING WIRE
txn0002503,502-927-8097,24-May-2025,"($34,846.60)",Wire Transfer,Outgoing Wire
TXN0002792,168-905-9845,01/16/2025,"($35,914.77)",Wire Transfer,Outgoing Wire
TXN0005215,868-176-0165,02/13/2025,"$7,748.15",ACH Credit,Payroll Deposit
TXN0005793,826-654-6548,05/30/2025,"($26,403.44)",ACH Debit,Vendor Payment
TXN0002667, 648-316-5391 ,04/14/2025,"$36,799.87",ACH Credit,PAYROLL DEPOSIT
TXN0001277,275-603-7922,06/07/2025,"($2,659.58)",ACH Debit,Vendor Payment
 TXN0001168,684-619-7101,26-Mar-2025,"($16,876.88)",ACH Debit,Vendor Payment
TXN0003732,178-595-9804,03/12/2025,"$21,599.77",Check Deposit,Check Deposit
TXN0002116,226-311-5278,01/30/2025,"($28,360.76)",Debit Card,POS PURCHASE
TXN0003049,737-570-4879,22-May-2025,"($26,031.06)",Wire Transfer,Incoming Wire
TXN0005127,562-015-2543,26-Apr-2025,"$6,416.12",ACH Credit,Payroll Deposit
TXN0000365,414-449-1168,18-Mar-2025,"$8,279.67",ACH Credit,Payroll Deposit
 TXN0001876,513-392-6285,05/21/2025,"($35,100.90)",Wire Transfer,OUTGOING WIRE
txn0003406,600-953-3356,04/30/2025,"($38,075.48)",Internal Transfer,Account Transfer
TXN0001430,125-754-6801,11-Feb-2025,"$30,359.49",Internal Transfer,Account Transfer
TXN0001015,764-941-1009,01/10/2025,"($18,642.51)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005276,638-721-7713,06/24/2025,"($18,390.50)",Debit Card,POS Purchase
TXN0005915,609-571-3586,06-Jan-2025,"($28,346.04)",ATM Withdrawal,ATM CASH WITHDRAWAL
txn0001313,765-102-0216,02/11/2025,"($26,963.82)",Debit Card,POS PURCHASE
TXN0002872,920-789-9416,04/08/2025,"($35,591.07)",ACH Debit,Vendor Payment
TXN0000550,559-821-8706,06/06/2025,"($8,444.15)",ATM Withdrawal,ATM Cash Withdrawal
txn0001743,773-054-5835,05/15/2025,"($21,016.81)",Wire Transfer,Incoming Wire
TXN0002762,394-859-2007,04/09/2025,"($1,669.44)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0004701,953-764-1506,08-Jun-2025,"($15,901.94)",Wire Transfer,INCOMING WIRE
TXN0003946,539-839-6324,28-Apr-2025,"($18,329.49)",Wire Transfer,Incoming Wire
txn0001438,869-990-3430,01/29/2025,"$15,610.77",ACH Credit,Payroll Deposit
TXN0000694,905-349-5128,04/07/2025,"($17,632.94)",ACH Debit,Vendor Payment
TXN0000189,246-895-6225,03/08/2025,"($1,893.46)",Wire Transfer,OUTGOING WIRE
TXN0000567,947-650-1229,30-May-2025,"$41,975.53",Check Deposit,Check Deposit
TXN0001169,514-276-0635,06/05/2025,"($21,010.13)",ACH Debit,VENDOR PAYMENT
TXN0002676,564-613-8143,18-Mar-2025,"$28,220.02",ACH Credit,Payroll Deposit
TXN0004079,874-015-6259,01/20/2025,"($36,111.41)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004711,598-066-0500,03/07/2025,"($5,601.13)",ACH Debit,VENDOR PAYMENT
TXN0000852,554-133-6950,24-Apr-2025,($408.53),ACH Debit,Vendor Payment
TXN0000269,162-293-4890,01/09/2025,"$25,327.87",ACH Credit,Payroll Deposit
TXN0005857,659-216-4352,14-Jan-2025,"($26,654.41)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005128,140-501-7968,13-Jun-2025,"($41,740.98)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004761,476-190-7381,13-Mar-2025,"($10,521.53)",ACH Debit,VENDOR PAYMENT
TXN0003116,824-730-4716,02/01/2025,"($43,507.09)",Wire Transfer,OUTGOING WIRE
TXN0001806,399-440-4752,02/12/2025,"$41,394.31",ACH Credit,PAYROLL DEPOSIT
TXN0000894,186-645-2875,24-Jan-2025,"($11,398.97)",Internal Transfer,Account Transfer
TXN0005580,225-829-0284,14-Feb-2025,"($35,568.98)",Internal Transfer,Account Transfer
TXN0005559, 882-221-2146 ,31-Jan-2025,"($34,629.02)",Internal Transfer,Account Transfer
TXN0000749,570-445-4235,10-Feb-2025,"$4,813.62",Check Deposit,CHECK DEPOSIT
TXN0004420,554-585-6677,02/02/2025,"($38,425.06)",Wire Transfer,OUTGOING WIRE
txn0002665,980-551-6486,02/08/2025,"($33,524.52)",Debit Card,POS Purchase
TXN0005303,725-360-9093,13-Apr-2025,"($25,846.82)",Wire Transfer,OUTGOING WIRE
TXN0004876,943-803-5646,04/26/2025,"($38,357.37)",Internal Transfer,Account Transfer
txn0001634, 654-072-8631 ,03/09/2025,"($7,069.79)",ATM Withdrawal,ATM Cash Withdrawal
txn0004874,440-894-9045,07-Jun-2025,"($7,396.70)",Wire Transfer,OUTGOING WIRE
txn0000386,408-410-6586,01/11/2025,"$22,404.58",Check Deposit,Check Deposit
TXN0000870,824-053-9220,04/16/2025,"($17,467.31)",Wire Transfer,OUTGOING WIRE
TXN0001170,646-102-7899,06-Jun-2025,"($41,556.30)",Debit Card,POS PURCHASE
TXN0001896,201-383-7675,05/16/2025,"($31,271.13)",Wire Transfer,Outgoing Wire
TXN0002402,258-476-1890,04/16/2025,"($14,000.45)",ACH Debit,Vendor Payment
FEE00059,410-541-3625,03/30/2025,($16.59),Service Charge,NSF Fee
TXN0001218, 950-807-9818 ,02/11/2025,"($25,249.79)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001197,404-369-9098,18-Jan-2025,$768.92,Check Deposit,Check Deposit
TXN0001128,199-881-2303,18-Mar-2025,"$10,025.62",ACH Credit,Payroll Deposit
TXN0003027,137-994-8232,02/20/2025,"($1,504.45)",Internal Transfer,Account Transfer
 TXN0005578,423-399-3754,04/21/2025,"$7,856.55",Wire Transfer,Outgoing Wire
TXN0002051,886-064-7395,09-Jun-2025,"($11,284.48)",ACH Debit,Vendor Payment
TXN0003439,888-139-8742,04/03/2025,"($5,585.07)",Wire Transfer,Outgoing Wire
 TXN0002720,669-968-9696,02/24/2025,"($39,251.67)",Wire Transfer,Outgoing Wire
TXN0000553, 951-796-0238 ,09-Feb-2025,($380.12),Internal Transfer,ACCOUNT TRANSFER
TXN0000429,556-293-5917,01/19/2025,"($18,636.80)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001059,758-946-5283,01/09/2025,"($10,866.15)",Wire Transfer,Incoming Wire
TXN0003966,406-149-9961,09-Jun-2025,"$35,922.75",Internal Transfer,Account Transfer
 TXN0002334,502-529-2712,11-Mar-2025,"$5,669.73",ACH Credit,Payroll Deposit
TXN0005318,212-596-1997,01/27/2025,"($30,533.44)",Wire Transfer,Outgoing Wire
 TXN0002146,865-240-6636,02/18/2025,"($20,702.10)",Debit Card,POS Purchase
TXN0002501,733-893-8624,23-Apr-2025,"($17,622.81)",Internal Transfer,Account Transfer
TXN0001520,832-265-0994,12-Apr-2025,"$2,921.80",ACH Credit,Payroll Deposit
TXN0005962,477-099-4956,01/11/2025,"($34,785.21)",Wire Transfer,Outgoing Wire
TXN0001094,557-151-7186,06/22/2025,"($35,801.30)",ACH Debit,VENDOR PAYMENT
TXN0005339,102-401-8840,28-Jan-2025,"$29,309.94",ACH Credit,Payroll Deposit
TXN0001632, 733-958-1358 ,04/06/2025,"$31,978.79",Internal Transfer,Account Transfer
TXN0004781,483-049-8794,13-Apr-2025,"$2,217.77",Check Deposit,CHECK DEPOSIT
TXN0001592,618-129-6743,09-May-2025,"$22,796.00",Check Deposit,Check Deposit
TXN0002537,969-277-7654,01/27/2025,"$5,878.06",Check Deposit,Check Deposit
txn0001668,702-907-8369,04/27/2025,"($5,016.09)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0003031,519-388-5207,29-Apr-2025,"($28,185.66)",ACH Debit,VENDOR PAYMENT
txn0000552,981-361-7999,03/25/2025,"$40,907.44",ACH Credit,PAYROLL DEPOSIT
txn0005461,168-514-6748,05/09/2025,"$30,887.74",Internal Transfer,Account Transfer
TXN0003577,648-340-1968,17-Jun-2025,"$27,103.72",Internal Transfer,Account Transfer
 TXN0003458,182-516-5927,01/23/2025,($399.90),Wire Transfer,Incoming Wire
TXN0001729,216-111-9457,04/24/2025,"($23,369.34)",Wire Transfer,Incoming Wire
TXN0004075,864-771-8552,04-Feb-2025,"($35,846.89)",ATM Withdrawal,ATM CASH WITHDRAWAL
 TXN0000764,154-901-0529,28-Apr-2025,"($7,658.91)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0002201,788-931-6033,05/22/2025,"($16,574.04)",Internal Transfer,ACCOUNT TRANSFER
txn0002915,655-636-1211,06-Mar-2025,"($44,927.98)",Debit Card,POS Purchase
TXN0000351,921-877-1484,28-Apr-2025,"$7,604.89",Internal Transfer,Account Transfer
TXN0001601, 689-864-4020 ,05/13/2025,"($37,133.53)",ACH Debit,Vendor Payment
TXN0001734,603-225-4145,02/08/2025,"($30,000.69)",Internal Transfer,Account Transfer
TXN0002399,879-711-0455,02/01/2025,"($32,180.50)",ATM Withdrawal,ATM Cash Withdrawal
txn0000590, 584-662-0229 ,19-May-2025,"$34,764.45",Check Deposit,Check Deposit
txn0002954,800-293-3182,13-Jun-2025,"($36,235.04)",ACH Debit,Vendor Payment
TXN0003835,498-090-8688,05/26/2025,"($42,727.69)",ACH Debit,Vendor Payment
txn0000349,954-923-6801,04/13/2025,"($19,501.53)",Wire Transfer,Incoming Wire
 TXN0002347,414-078-3471,02/05/2025,"($23,673.44)",Internal Transfer,Account Transfer
TXN0000274,786-290-4587,01/14/2025,"($22,507.23)",Internal Transfer,ACCOUNT TRANSFER
 TXN0005903,365-619-0688,06/03/2025,"($19,900.51)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004095,130-106-1043,06/02/2025,"($32,796.94)",Debit Card,POS PURCHASE
TXN0004882,981-293-9199,01/09/2025,"$6,395.08",Internal Transfer,Account Transfer
 FEE00022, 168-244-1161 ,25-Jun-2025,($9.20),Service Charge,Overdraft Fee
TXN0003926,515-489-7676,06/14/2025,"$12,910.22",ACH Credit,Payroll Deposit
TXN0000962,867-591-2554,17-Mar-2025,"($32,848.02)",Wire Transfer,INCOMING WIRE
TXN0004013,548-833-1519,29-Jun-2025,"($31,904.01)",Wire Transfer,Incoming Wire
TXN0002090,719-962-5049,04/13/2025,"($2,534.27)",ACH Debit,VENDOR PAYMENT
TXN0001475,484-032-8629,01/03/2025,"($29,818.08)",Wire Transfer,Outgoing Wire
TXN0001699,433-071-0204,15-Apr-2025,"$38,108.19",ACH Credit,Payroll Deposit
TXN0003235,300-325-6758,23-Feb-2025,"($4,242.27)",Wire Transfer,Incoming Wire
FEE00014,770-546-1794,06/03/2025,($39.74),Service Charge,Wire Fee
TXN0000308,553-676-9590,02/04/2025,"$19,780.53",Internal Transfer,Account Transfer
TXN0001148,769-992-0592,01/26/2025,"$16,617.45",Internal Transfer,ACCOUNT TRANSFER
TXN0000196,676-877-8413,10-Feb-2025,"($43,935.63)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003883,199-161-7425,20-Jan-2025,"$12,740.95",Check Deposit,Check Deposit
TXN0005990,958-453-2255,20-Apr-2025,"($42,191.99)",Debit Card,POS Purchase
TXN0005475, 112-355-2023 ,04/25/2025,"$6,787.32",Internal Transfer,Account Transfer
TXN0003282,310-341-4956,06/24/2025,"$1,114.93",ACH Credit,Payroll Deposit
TXN0003741,796-819-4796,27-Jan-2025,"$10,050.13",Check Deposit,Check Deposit
TXN0002649,131-240-0081,02/06/2025,"($30,231.95)",ATM Withdrawal,ATM Cash Withdrawal
 txn0005609,215-482-5335,24-Jan-2025,"($1,322.93)",Wire Transfer,Incoming Wire
TXN0001133, 902-392-0851 ,05/18/2025,"($18,864.36)",Debit Card,POS Purchase
TXN0004788,942-358-8079,09-Feb-2025,"($16,181.86)",ACH Debit,Vendor Payment
 TXN0001934,695-554-9970,06/01/2025,"$29,317.45",ACH Credit,Payroll Deposit
 txn0000659, 227-086-4938 ,02/27/2025,"($23,814.97)",Wire Transfer,OUTGOING WIRE
TXN0001441,935-828-6886,22-May-2025,"$23,454.89",Check Deposit,CHECK DEPOSIT
 TXN0000454,966-405-2253,18-Jan-2025,"($16,658.74)",ACH Debit,VENDOR PAYMENT
TXN0002524,722-882-2346,02/15/2025,"$9,890.54",Internal Transfer,Account Transfer
TXN0003602,306-315-9011,03/05/2025,"($17,440.31)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0004345,248-168-7665,06/05/2025,"($38,400.58)",ACH Debit,Vendor Payment
TXN0002305,215-030-6319,04/27/2025,"($23,935.90)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005611,575-340-7040,05/12/2025,"$41,545.42",Check Deposit,Check Deposit
FEE00045,879-276-6990,01/24/2025,$65.87,Interest Payment,Interest Credit
TXN0003849,361-465-2346,01/04/2025,"$25,748.64",Check Deposit,Check Deposit
txn0001726,926-518-8480,06/10/2025,"$36,570.51",ACH Credit,Payroll Deposit
TXN0004764,639-333-8303,01-Jun-2025,"($33,882.26)",Wire Transfer,Outgoing Wire
fee00127,913-877-7518,07-Mar-2025,$61.20,Interest Payment,Interest Credit
TXN0002392,201-074-2065,14-May-2025,"($13,255.62)",Wire Transfer,Incoming Wire
TXN0003097,850-757-0633,03/03/2025,"($42,584.86)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0005039,478-480-6890,04-Feb-2025,"($15,821.87)",ACH Debit,Vendor Payment
TXN0005142,970-402-8895,04/22/2025,"$26,805.19",ACH Credit,Payroll Deposit
TXN0003584,112-004-0605,01/06/2025,"($11,824.87)",Debit Card,POS PURCHASE
 TXN0000799,576-542-4629,06/12/2025,"($32,952.14)",Wire Transfer,Incoming Wire
TXN0002486,317-912-4949,06-Mar-2025,"$2,107.89",Check Deposit,CHECK DEPOSIT
TXN0004915,559-816-5232,01/04/2025,"($26,081.52)",ACH Debit,Vendor Payment
TXN0004507,679-719-9696,04/12/2025,"($40,826.65)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001986,704-059-9739,02/21/2025,"($39,110.06)",Wire Transfer,Outgoing Wire
TXN0002969,762-111-5022,02/18/2025,"$40,160.93",ACH Credit,Payroll Deposit
TXN0001366,659-655-0648,02/04/2025,"$27,156.47",ACH Credit,PAYROLL DEPOSIT
TXN0004983,220-082-2515,11-Jun-2025,"($3,974.93)",Wire Transfer,Outgoing Wire
TXN0001855,748-092-2423,01/29/2025,"($7,910.01)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0003781,537-358-4186,25-Apr-2025,"($11,534.00)",Debit Card,POS PURCHASE
TXN0004275,922-899-5468,29-May-2025,"$6,766.34",ACH Credit,Payroll Deposit
TXN0000827, 781-184-1381 ,03/08/2025,"($5,400.37)",Debit Card,POS PURCHASE
TXN0000394, 438-870-1992 ,01/21/2025,"$26,956.41",Check Deposit,Check Deposit
TXN0003301,822-041-7151,22-May-2025,"($25,789.62)",Debit Card,POS PURCHASE
TXN0001479,759-702-8702,22-May-2025,"($15,494.88)",Wire Transfer,Outgoing Wire
TXN0005002,188-516-1101,05/07/2025,"$37,664.82",Internal Transfer,Account Transfer
TXN0002455,948-984-1573,03/20/2025,"$13,350.23",Check Deposit,CHECK DEPOSIT
TXN0003193,364-186-0754,05/08/2025,"($26,295.17)",ACH Debit,Vendor Payment
TXN0002923,754-140-5059,01/23/2025,"($43,586.52)",Wire Transfer,Outgoing Wire
TXN0001040,846-322-5076,02/13/2025,"($17,683.29)",Wire Transfer,Outgoing Wire
txn0000587,707-530-7854,02-May-2025,"($33,821.31)",Wire Transfer,Incoming Wire
fee00121,575-863-2231,03/22/2025,($72.11),Service Charge,Overdraft Fee
txn0003086,313-875-9045,05/11/2025,"$42,744.42",ACH Credit,Payroll Deposit
txn0003614,105-165-9055,11-Apr-2025,"($34,612.73)",ACH Debit,Vendor Payment
TXN0005507,933-976-0733,09-Jan-2025,"($13,502.50)",Wire Transfer,OUTGOING WIRE
txn0003151,301-583-6427,30-Jan-2025,"($40,651.82)",ACH Debit,VENDOR PAYMENT
txn0001011,622-530-4547,03/17/2025,"$28,168.51",Internal Transfer,Account Transfer
 TXN0001388,265-579-7061,06/01/2025,"($26,776.61)",Wire Transfer,Outgoing Wire
TXN0005196,479-883-7145,22-Jun-2025,"($30,095.27)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002771,274-402-4216,03/04/2025,"$43,676.74",Check Deposit,Check Deposit
TXN0002020,431-808-2863,26-May-2025,"$4,832.01",Check Deposit,Check Deposit
txn0005551,235-520-8008,04/18/2025,"$16,515.07",ATM Withdrawal,ATM Cash Withdrawal
TXN0001462,150-682-9593,01/10/2025,"$43,015.24",ACH Credit,Payroll Deposit
TXN0002484,566-816-7017,07-Apr-2025,"$8,583.13",Check Deposit,Check Deposit
TXN0001129,341-819-1975,06/27/2025,"($20,118.64)",Wire Transfer,OUTGOING WIRE
TXN0000641,306-362-3217,05/28/2025,"($11,701.49)",Wire Transfer,OUTGOING WIRE
TXN0001608,190-099-6832,01/08/2025,"($13,430.98)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005866,112-212-3180,06/16/2025,"($20,044.29)",Wire Transfer,Outgoing Wire
 TXN0002582,977-089-2506,09-Apr-2025,"($6,513.10)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004504,347-260-1076,04/13/2025,"($14,472.04)",Wire Transfer,Incoming Wire
TXN0000729,728-670-1967,07-May-2025,"$23,386.61",Internal Transfer,ACCOUNT TRANSFER
TXN0003582,889-481-2194,02/07/2025,"($2,664.75)",Internal Transfer,ACCOUNT TRANSFER
TXN0001642,218-071-0638,01/22/2025,"($17,495.37)",ACH Debit,VENDOR PAYMENT
TXN0001003,998-811-4018,03/21/2025,"($3,054.06)",Internal Transfer,ACCOUNT TRANSFER
TXN0000427,854-570-6415,06-Apr-2025,"($44,745.20)",Wire Transfer,OUTGOING WIRE
TXN0001661,167-434-3623,05/15/2025,"($33,566.26)",Wire Transfer,Incoming Wire
TXN0003840,947-528-5903,06/04/2025,"($43,193.09)",ACH Debit,Vendor Payment
TXN0002322, 975-342-1875 ,07-Jan-2025,"($42,172.99)",Wire Transfer,OUTGOING WIRE
TXN0004850,322-811-9902,03-Feb-2025,"$33,861.86",Internal Transfer,Account Transfer
TXN0004016,577-688-8599,06-Apr-2025,"($39,662.92)",Wire Transfer,Outgoing Wire
FEE00131,925-647-0863,01/19/2025,($24.92),Service Charge,Overdraft Fee
TXN0004093,236-734-5957,02-Apr-2025,"($17,623.93)",ACH Debit,Vendor Payment
TXN0002246,888-384-7248,03/10/2025,"$29,878.84",ACH Credit,PAYROLL DEPOSIT
TXN0000380,965-250-0503,11-May-2025,"($6,230.58)",Debit Card,POS Purchase
TXN0003867,663-434-8391,03/29/2025,"($8,701.89)",Wire Transfer,Incoming Wire
 TXN0003323,907-770-8189,02/19/2025,"$35,145.74",Internal Transfer,Account Transfer
TXN0001358,639-829-2553,03/23/2025,"($42,971.65)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004165,182-213-7343,02/12/2025,"($2,495.13)",ACH Debit,VENDOR PAYMENT
TXN0002857,668-359-6976,03/18/2025,"$36,408.34",ACH Credit,Payroll Deposit
TXN0004967,492-589-3253,05-Jun-2025,"($8,998.66)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004196,694-547-7977,04/28/2025,"$4,245.40",ACH Credit,Payroll Deposit
TXN0000203,181-334-6513,11-Mar-2025,"$8,284.63",ACH Credit,Payroll Deposit
TXN0004438,173-474-3838,02/05/2025,"($40,295.82)",Wire Transfer,Incoming Wire
TXN0000117,771-653-6547,21-Jun-2025,"($16,524.08)",Debit Card,POS Purchase
 TXN0000387,756-134-5754,21-Mar-2025,"($22,562.37)",Wire Transfer,Incoming Wire
TXN0004477,520-980-1900,05/18/2025,"($28,957.77)",Internal Transfer,Account Transfer
TXN0005057,632-971-2410,02/22/2025,"$36,407.81",Check Deposit,Check Deposit
TXN0004033,550-208-5725,03/27/2025,"($17,467.40)",Debit Card,POS Purchase
TXN0001323,212-835-6782,04/06/2025,"$23,818.58",Check Deposit,Check Deposit
TXN0003868,239-848-1253,19-Jun-2025,"($32,604.69)",Wire Transfer,INCOMING WIRE
TXN0004449, 518-339-6437 ,05/31/2025,"($34,279.48)",ACH Debit,Vendor Payment
TXN0002115, 390-672-5444 ,01-Jun-2025,"($14,601.53)",ATM Withdrawal,ATM CASH WITHDRAWAL
 TXN0000015,439-530-9096,08-Apr-2025,"($28,132.60)",Internal Transfer,Account Transfer
txn0000559,985-095-3561,02/17/2025,"$40,339.63",Internal Transfer,ACCOUNT TRANSFER
TXN0003420,574-599-2752,02/27/2025,"($17,756.88)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000624,464-186-7128,06/24/2025,"($11,084.11)",Wire Transfer,Outgoing Wire
TXN0000731,573-842-5089,01/16/2025,"($29,848.68)",Debit Card,POS Purchase
TXN0004304,110-468-1988,06/18/2025,"($32,139.07)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005879,515-229-0983,20-May-2025,"($6,327.43)",Wire Transfer,Incoming Wire
 TXN0003715,531-324-4003,03/02/2025,"($37,127.71)",Internal Transfer,ACCOUNT TRANSFER
TXN0000074,429-364-4668,06/09/2025,"($41,461.58)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004168,379-429-7663,06/17/2025,"($32,399.29)",ATM Withdrawal,ATM CASH WITHDRAWAL
txn0001865,782-185-0789,10-Jan-2025,"($36,749.26)",Wire Transfer,Incoming Wire
TXN0003751,838-155-6487,02/17/2025,"($32,902.89)",ACH Debit,Vendor Payment
txn0004118,245-064-2765,31-Jan-2025,"($16,601.04)",Debit Card,POS Purchase
TXN0003273,183-253-1111,05-May-2025,"($22,109.31)",Wire Transfer,Incoming Wire
txn0003362,584-314-8864,14-Jan-2025,"($25,005.77)",Debit Card,POS PURCHASE
 TXN0003958,247-286-5151,04/06/2025,"($15,899.89)",ACH Debit,VENDOR PAYMENT
txn0002043,869-372-3858,13-Jan-2025,"($35,206.87)",Wire Transfer,OUTGOING WIRE
txn0004434,946-283-3564,22-Jan-2025,"($23,540.44)",Debit Card,POS Purchase
txn0003337,420-403-9317,01/26/2025,"($35,590.43)",Wire Transfer,Outgoing Wire
TXN0004413,830-173-5868,02/08/2025,"($12,799.56)",ACH Debit,Vendor Payment
txn0005371,528-461-8155,03/25/2025,"($21,811.06)",ACH Debit,Vendor Payment
TXN0003704, 218-033-7460 ,27-May-2025,"$33,776.88",Check Deposit,Check Deposit
txn0003068,753-985-5813,21-May-2025,"$38,848.23",Check Deposit,Check Deposit
TXN0003106,422-856-2822,20-Apr-2025,"$9,130.21",ACH Credit,PAYROLL DEPOSIT
TXN0003768,277-936-7655,01/04/2025,"($41,255.22)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005193,942-923-2733,01/31/2025,"$18,521.53",Wire Transfer,OUTGOING WIRE
TXN0003780,428-448-7746,21-May-2025,"($7,815.74)",Wire Transfer,Incoming Wire
TXN0004694, 845-449-8401 ,06/27/2025,"$10,433.92",Check Deposit,Check Deposit
 TXN0003452,477-892-2941,03/28/2025,"$32,737.22",Check Deposit,Check Deposit
txn0004185,534-045-7015,01/14/2025,($147.50),Debit Card,POS Purchase
txn0003257,587-058-9758,02-May-2025,"($25,997.04)",Debit Card,POS PURCHASE
TXN0003976,506-169-4969,14-Jun-2025,"($17,607.06)",Wire Transfer,Incoming Wire
txn0004796,455-542-7085,03/07/2025,"($16,373.18)",Wire Transfer,Incoming Wire
TXN0005537,505-769-0445,05/02/2025,"($32,744.06)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003829,750-863-0265,03/09/2025,"($12,766.71)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0000652,506-242-9536,05/23/2025,"($5,970.74)",Wire Transfer,Outgoing Wire
TXN0001545,865-996-3592,04/13/2025,"$6,982.56",ACH Credit,Payroll Deposit
TXN0003872,853-283-7916,04/15/2025,"($43,402.34)",Wire Transfer,Incoming Wire
TXN0005187,536-127-2127,01/01/2025,"($35,500.62)",Wire Transfer,Incoming Wire
TXN0003370,233-250-1420,11-Jan-2025,"$37,510.46",ACH Credit,PAYROLL DEPOSIT
 TXN0003310,748-906-8362,28-Jun-2025,"($42,458.28)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0000671,840-937-1857,03-Apr-2025,"$43,281.23",Check Deposit,CHECK DEPOSIT
 TXN0004043, 479-811-6452 ,02/22/2025,"($19,753.75)",Debit Card,POS Purchase
TXN0000347,312-310-6504,05/16/2025,"($9,270.28)",Debit Card,POS Purchase
TXN0005356,598-347-4121,03/22/2025,"($2,051.01)",ACH Debit,Vendor Payment
 TXN0000331,576-694-8208,05/06/2025,"($9,030.48)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003538,877-993-5169,01/07/2025,"$41,233.59",ACH Credit,Payroll Deposit
txn0002666,148-626-2592,01/26/2025,"($14,309.85)",ACH Debit,Vendor Payment
txn0003627,996-772-4114,01/29/2025,"($39,434.47)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003462,822-391-4086,03/10/2025,"($21,714.24)",Wire Transfer,Incoming Wire
TXN0001554,556-940-4113,25-Apr-2025,"($6,061.73)",ACH Debit,Vendor Payment
TXN0005905,922-693-5699,20-Jun-2025,"($18,676.10)",Wire Transfer,OUTGOING WIRE
TXN0002723,704-037-5446,05/03/2025,"($21,400.21)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0004410,856-466-7742,06/02/2025,"($44,439.50)",Wire Transfer,Incoming Wire
TXN0001434,300-769-1916,04/09/2025,"$12,725.09",ACH Credit,Payroll Deposit
TXN0005135,238-693-2507,03/02/2025,"($10,336.81)",Internal Transfer,ACCOUNT TRANSFER
txn0003392,321-374-0227,05/31/2025,"($37,049.45)",Wire Transfer,Incoming Wire
TXN0001750, 868-980-6323 ,01/26/2025,"$32,965.36",Check Deposit,Check Deposit
TXN0002464,172-595-0673,23-Mar-2025,"$44,919.96",Internal Transfer,Account Transfer
TXN0004189,307-104-4214,02-Apr-2025,"$11,884.50",Check Deposit,Check Deposit
TXN0000809,614-826-7747,16-Mar-2025,"($40,317.49)",Internal Transfer,ACCOUNT TRANSFER
TXN0002057,820-322-1712,03/07/2025,"($32,295.07)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0000909,732-242-6299,17-Feb-2025,"($34,353.97)",Debit Card,POS Purchase
 TXN0003121,635-324-5940,19-Mar-2025,"$9,502.27",Check Deposit,Check Deposit
 TXN0005624,562-959-0928,29-May-2025,"($6,770.80)",ACH Debit,VENDOR PAYMENT
TXN0002812,610-112-1173,09-Mar-2025,"($25,458.73)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000140,310-095-7297,22-Mar-2025,"($23,962.77)",ACH Debit,Vendor Payment
TXN0003409,718-206-4623,01/25/2025,"$19,806.97",Check Deposit,Check Deposit
TXN0003279,492-393-5398,05/31/2025,"$43,232.83",Check Deposit,CHECK DEPOSIT
 TXN0004530,847-098-6133,06/06/2025,"($34,204.64)",Wire Transfer,Incoming Wire
TXN0002685,879-551-3034,05/18/2025,"($35,145.32)",Debit Card,POS Purchase
